model,cpu_freq,inference_time,power
inception_v4.tflite,1075200,724.975,2408.2230930610585 2394.9455860498074 2310.2419341963027 2348.3418606269965 2271.00259724566 2339.437530337023 2567.978382334125 2349.745863102612 2423.520865964081 2460.040276253675 2566.2220602849475 2631.659604584505 2541.6853663015704 2258.00703035113 2485.379819179752 2591.169552805922 2363.1386010385418 2433.9667860396503 2390.0415265612564 2549.1945062127206 2330.9489851943854 2303.966879460791 2392.9498355661285 3760.89989748216 2256.826250486006 2393.869160646646 2669.751379331463 2765.6564733953383 2289.145454173597 2339.7020952374633 2708.921395704723 2601.5916264391 2351.3672348029854 2547.942158552304 2882.2470287692545 2338.251651582789 2359.4501903470923 2366.653217036028 2510.0963651627903 2426.8001298705035 2427.689309198294 2782.3940016049037 2504.241566397165 2511.102418173809 2290.2118943630585 2319.9925295929143 2142.3222765119253 2450.5945690185267 2287.376637046688 2397.3320075518436 2125.9178727026397 2381.322915105532 2580.4293636661514 2721.502794806495 2215.4259709019034 2516.252333408012 2365.8724851840157 2308.5421120160936 2348.7287783859038 2599.0140267857696 2427.9030222577007 2638.1307976671 2508.4875543048106 2682.608554653279 4499.43482516877 4957.671594123885 2569.6700874035173 2710.0344877030575 2237.3647792538272 2491.3331734098056 2452.6810986819614 2554.4719809638605 2359.0618794270154 2506.972815320483 2574.5884699548837 2411.680325264298 2176.4816998183655 2425.8235849295397 2298.682744957995 2484.9963677046903 2256.748722578107 3100.776306396156 2209.19431000396 2812.129305811128 2443.512107896767 2643.073351285366 2122.3688859879235 2474.605955432587 2641.582542702326 2412.1871853776697 2255.2652009975454 2406.414295253335 2421.0119296055523 2674.5770465107885 2656.2213408547086 2838.035061041845 3003.0721185317398 2658.950015999105 2619.278010839342 2582.410655059225 2374.312229954424 2399.0782287107663 4380.316696693935 2488.2219174859497 2661.2291337297324 2847.03667273935 2552.2938314222233 2801.2555670358406 3266.7003603681255 2744.0102337096846 2866.3063829441003 2675.7655899542738 2613.940610565641 2332.9743526561447 2871.261462447673 2427.2412170708876 2447.7301268336023 2528.9199550948483 2386.5013816043393 2441.130347582544 2841.479679213041 2666.57891284798 2567.267114608861 2259.645766297915 2526.1458663020167 2571.3753075041263 2549.4144811093674 2499.8708477766336 2658.5639992262923 2538.4847655937733 2184.3813623347496 2574.0946694604595 2412.3294199096936 2782.903906020954 2491.5023660574116 2537.2090234165767 2270.3039713730063 2540.9043871661543 2526.3081368516987 2460.099871533693 2423.2945812871844 2318.9124843840214 2393.2033234970536 2513.707159908929 2288.3824116251253 2498.4170424701088 2675.3643910090564 2943.036381488366 2496.367222734783 2464.925921268536 2409.453097140208 2542.143886137734 2436.5132209426743 2502.392406339511 2520.8300438494357 2335.5501036686555 2568.1688836340068 2444.532914137027 2326.5355877417787 2620.73592261108 2384.9369311272294 2468.3437198283873 2802.5028574928515 2367.5470546724005 2438.954385217193 2396.6653437154323 2392.7553214093327 2310.0583438355884 2544.4507411793275 2254.8782195776375 2387.141513246569 2435.145679779199 2498.9727765949465 2229.900126877855 2683.831518123937 2450.4249172528903 2660.8414089641983 2398.1587669196456 2931.84120638609 2502.716127755717 2392.8959739418015 2396.693462930579 2641.4550165023397 2735.834107068539 2434.3230951625005 2504.6474587974362 2440.7564654965863 2390.2626395143393 3545.1698246288406 2523.999831173358 2525.036492894006 2414.0397161080245 2340.291022309593 2368.2294093124933 2752.91103158782 2587.9267740544346 2403.3653306682086 1229.4742409244047
inception_v4.tflite,1209600,689.382,2572.440750132937 2529.5599839753118 2494.833566469839 2341.7493630427934 2665.545098543602 2591.6220384947087 2513.5541361462483 2155.1035508327113 2677.8483258933447 2649.5585306585144 2591.97645704858 2358.221422975727 2655.667043265938 2399.3445795387975 2438.0594529483606 2529.0227816550337 2483.652154136193 2574.5139949501495 2438.433754739473 2416.304888865658 2381.0345873912856 2682.790746962922 2387.249719201146 2470.9212139619463 2365.0382224641617 2366.9699558716507 2342.7680973443307 2490.05377894868 3402.552397938131 2974.180120643182 3150.501911555334 2694.9442185004646 2699.3526952820707 2521.5129430681263 3163.3181826527066 2819.371147208692 2457.7120074204076 2482.512553918755 2574.376747253157 2504.5885163228977 3433.9069340503697 3143.4498431324664 3303.2441366251533 3260.3382047271434 3262.1794215010686 3245.8105927119987 2650.5880923754353 2674.1538432759835 2547.2106951822893 2885.591809010027 2474.645727482546 2713.0350076915242 2522.465725270293 2498.550962983746 2332.4068550502543 2621.336370896941 2694.2675422701805 2328.899091468731 2619.180123822595 2482.5878196873014 2603.4554307950434 2613.200117155254 2505.7533686155753 2278.9299892857566 2653.452080623843 2566.1511495038494 2661.3589051895574 2477.6238269713213 2523.6134087442397 2421.9163808973285 2775.4780781341806 2667.1642527946533 2875.044383721107 2406.6300834880335 2482.0442964923263 2523.445059953916 2372.840698524338 2556.511278581459 2603.820058824258 2441.98478934204 2452.4434217154003 2469.2171256116394 2491.5912529250713 2855.3805170604337 2293.686455070238 2863.6476275056725 2430.984336615732 2776.496941122208 2505.431813094063 2479.2352943186743 2402.1558433148402 2558.8328198451673 2649.0454905235893 2594.1750089292063 2922.2452366677285 2464.5700070565736 2798.9492046390515 2540.963054700562 2445.3005460224795 2525.3836586535153 2662.441873950679 2844.022056283961 3303.507281656846 3003.4121101968417 2938.2843914644654 2672.0195263666124 2640.10530970766 2420.7822447167305 2533.594339906143 2640.980174624567 2581.163102226688 3088.6612265476224 2766.2178012157215 2731.469623349538 2406.4560493807385 2505.1244839261503 2688.653101095512 2797.784522115336 2575.979332545315 2622.3481327443114 2580.2988549178217 2644.702090065517 2537.1533391261214 2547.310814410524 2507.461302598604 2360.218326605525 2801.9010438986083 2720.9411945814486 2447.8126694187717 2326.456570420975 2648.721851081328 2383.4517604913035 2549.7257287894085 2497.772496532898 2527.96019187785 2568.623808556596 2658.3352660935407 2727.257240697656 2778.9686064979323 2677.0206900918806 2528.917420457421 2476.361925983982 2314.3064691959185 2380.1310351121315 2484.064944206356 2646.11809524685 2708.52487818977 2409.743376275876 2774.299398933259 2727.311713063485 2543.412201437221 2556.095976847827 3431.360302099372 2486.8679280907863 2616.6263487330875 2423.16880759225 2503.1329715322113 2378.151599128839 2739.4801839266315 2378.1700374826723 2870.5197773312825 2499.8425816763156 2667.53498837583 2582.1647215918747 2427.2773089734833 2621.3163198576012 2571.207878919018 2457.8493898674997 2900.121568320001 2591.3301361981057 2405.8687644781558 2662.8910385823574 2584.847978067829 2566.1566521423038 2600.717366773307 2856.8673155275656 2634.077564016022 2456.59277342298 2725.1535957376946 2379.916128944355 2613.8912040083906 2407.6820122970885 2410.560992160667 2313.3937577004735 2378.145220482307 2395.4291297955892 2550.9773469739507 2260.9926281368175
inception_v4.tflite,1324800,656.402,2608.546817100878 2561.7767691796225 2637.9602490155426 3875.72501039164 2684.890794670303 2776.2338073108513 2706.948550856195 2533.396512310197 2532.0516731173757 2722.993919450284 2640.3872103925646 2599.6169075823773 2486.5416746027568 2658.9337592180373 2598.502504797342 2837.5976199284632 2691.058069170121 2554.528996003652 2590.723544019198 2638.817689970518 2522.8021946124536 2607.4045935895333 2802.70115052308 2745.265822888565 2717.507756744035 2635.7316944556947 2476.1112478308446 2952.2968958326082 2479.862168550508 3329.35784646278 2656.2630211010064 2552.177733198849 2583.1898205583957 2467.915721137898 3008.439550790999 2781.795570072832 2720.5446820793627 2661.0169387122874 2834.7566968188808 2703.136261418556 2604.9315395205267 2815.2000110961967 2470.494570245807 2745.571114914182 3302.0969148274794 2509.5315793830455 2685.97212995138 2584.1290910648254 2550.3649659985454 2674.1966803973282 2687.477283347939 2413.8268406610264 2968.9255659174923 2670.4099073706184 2640.263047014417 2515.9331564506406 2556.8332160335685 2728.099438002382 2510.2870941081924 2553.278583020959 2447.1161736911663 2723.0102311806327 2744.9791270556207 2606.8678630627187 2614.3043088064237 2497.517328521334 2596.396322400295 2678.7627672140607 2727.7027180828018 2455.334364918216 2662.530366720783 2560.460331808409 2625.403484998241 2686.047308924924 2736.927665755749 2422.95024114182 2729.801030157601 2699.064299323957 2520.2152781745676 2617.6363015820016 2491.884490823251 2803.4150277517856 2500.6094504198904 2678.254645464275 2790.7380100129462 2643.186317379135 2534.266779537242 2471.8556514348898 2669.5244700875405 2376.014808362543 2633.847923233456 2587.046691524856 2428.5230428569184 2764.984556390577 2907.3677602611315 2698.228089454647 2420.6893639675054 2686.078829221341 2423.428379622847 2596.513910529266 2770.5866090305476 2736.872542873692 2630.757571364557 2868.722285662629 2866.0722008817124 2730.8458302195486 2653.315254276239 2487.7791752148223 2803.947394413009 2401.9993142267954 2884.787537875635 2767.5200009045243 2551.4273559918297 2526.396696046252 2838.0776140480575 2809.415148332886 2787.1363782254834 2739.652201194206 2448.6556540612837 2551.992095120154 2475.929903767123 2791.634843004746 2520.157549547457 2550.537139637525 2593.307273895886 2964.9924678855064 3066.870940806298 3347.1478922130023 2550.20573330388 2554.478179327647 2475.5111574435714 2722.27572048181 2473.338954897959 2613.261739787865 2343.8001102206717 2653.5608925584543 2799.7752671600742 2819.5320719016668 3027.1078368368176 2853.229607919704 2654.638630108167 2955.2744195735936 2510.585653221218 2565.147209043045 3246.7164880555683 2705.0552854512694 2743.4346554885346 3049.974651498106 2732.6236644099777 2506.982270920226 2360.477401374011 3481.0738410276736 3193.0976214898596 2602.7455543470387 2693.596156467174 2587.9870931972737 2547.476595607081 2589.0288631999215 3082.15419027784 2367.4272145713157 3011.0655098205734 2787.363956836488 2655.716552303772 2779.7029941183036 2673.514428131685 2927.110359573377 2781.0776949546007 3057.862953929465 3468.8726165130556 2855.8254099735477 2884.0065984401313 2567.1589624343337 2706.6269201451687 2408.1204193505323 2891.368362981699 2659.7756227073305 2710.0890904395915 2882.7543377129286 2610.3947468255224
inception_v4.tflite,1440000,620.424,2950.1739639939506 2581.69409943505 2954.087760901715 2644.6291622480576 3065.681921508769 2701.2102685251803 2678.4832027335497 2738.4713235059953 2556.728679675803 2824.729084967337 2681.761375224711 2760.717364210131 2798.532670745445 2632.41862788813 3335.6289224320913 3051.5848178992064 2695.9970838427535 2886.456756206197 2571.69808654472 2933.366078411608 2700.9797256252427 2693.2052495753164 2614.025762047423 2848.768306776438 2774.687441254036 2549.9100769016063 3108.9292931591563 2818.2124574988716 2742.3519620878296 2944.9075283725683 2655.7486023691517 3574.3104816318014 2703.972279686177 2741.739215272083 2811.359264731187 2783.5169054245944 3071.24332734432 2773.767076310479 2754.815166429398 2783.0771472347556 2790.0524890331853 2906.766270701338 2546.085168175204 2938.324201586891 2736.4642421737926 2719.9000872072975 2853.2576389792553 2692.4990731781554 3196.847582348582 2704.1282665606827 2908.1551339331904 2790.580551447637 2778.276487906158 2735.267277849235 2791.433403145052 2825.0184106124957 4531.322590209329 2738.6861062172866 3064.708636110968 3106.0369031870696 2927.886050039404 2928.9567047486335 2593.0139456903225 2747.0278624283455 2705.7165512891365 2791.1053742899935 2731.0665107042405 2671.0448384699357 3800.028840767859 3418.874840423409 3087.9603030309327 2869.1743038241793 3777.169579425988 2968.654288548401 2724.8063002191675 2760.2449032549516 2763.2022429861 3398.6746471052807 2914.153499096988 2730.241452232244 2725.3513463180934 2699.9989791027424 2765.6134867962933 3045.462085142519 2946.4981639239395 2747.39605689525 2908.1033569611154 2666.7071123887895 2934.793062066891 2688.5041127065306 2937.9134084137277 3001.537411546822 2630.9520190319718 2855.1212463933716 2644.6715480429816 2765.137516866502 2684.738804787513 2675.346683863152 2791.2391267930407 2840.5047689946773 2791.46844476293 2582.6899005281916 3093.6461325021 2909.112141090716 2706.9425204451245 3100.6472720968413 2712.004301218507 2699.720833907015 2813.108506697582 2626.2565926046063 2941.6195967607077 2621.5197742549203 2619.8609538392493 3783.9220286411623 2734.40585944002 2895.865496184093 2676.759300805869 2850.5044762660727 2623.4434070033594 2662.822544910687 2819.538759811845 2801.9020896636134 2870.211760629507 2923.721074808828 3152.0949377030165 2720.5426181964363 2574.2263808062116 2801.8563643593693 2756.9697125155976 2874.7457706576115 2993.733489754411 2621.3388803331127 2924.6124680880816 2658.0138456257005 2715.16036886821 3395.877253795333 2509.894060075667 3204.3790172115737 2899.53402650128 2723.613114656043 2899.4980870744307 2671.2320418432814 2983.6294803136143 2795.454892087868 2990.1276096781153 2651.816204716923 3079.682942690919 2887.674399448462 2786.866297334434 2933.82591460722 2553.3814314228002 2758.295989828239 2807.29805559976 2837.7468095430822 3165.131065580674 2689.2485793526334 2694.5219232059176 3189.354437016758 2785.457260915404 3152.7189717629726 2799.1329111367295 2695.848239241265 2832.240653000183 2877.3350310733745 2747.305066327726 2688.8643698759815 2740.3133147047865 2676.135163261765 3092.559190254418
inception_v4.tflite,1555200,602.45,2854.115111923448 2919.4182467663536 3052.301458164487 2804.6996172618606 2882.672724911635 2994.192569196141 2709.8968114132667 2909.317967561518 2761.5304355652625 2859.3843722329902 3175.407978470517 2757.8089172668606 3082.820714835541 3091.688000683366 3003.6435132707043 3030.1936701914874 2785.836785091416 2848.414859609165 2805.319733543099 2785.653482170889 3042.0067808350223 2741.6408360220676 3617.093976426262 3255.943765602183 3472.937178769923 3510.509270354171 2942.859332079905 2712.939260169835 3511.8684074308444 2852.7320156066553 2769.7662898852354 2903.4712019555177 2804.942957793024 3007.952228089903 2814.78355275455 3018.7245182570155 2875.568204379533 3051.277435822618 2865.49830250832 2780.606310821107 2814.7401669716455 2851.141172056258 2706.426846151737 3107.0426833471133 2807.8640450482226 2704.1043640828043 2989.4821197958504 2753.673810713235 2882.086479460778 2928.3894793389586 2727.422703021322 2950.741552171019 2822.525945494821 2986.165809047616 2879.110051000884 2769.8027292596803 2976.1652186908614 3191.6298339737245 2890.3546109868166 2955.5834116159635 2961.4139980159007 2883.60041119267 2727.881663697736 2956.539467113142 3018.434026379302 2714.9214803788022 3093.049053568593 2916.1419662893964 3178.9855065496226 3878.1821512340016 2834.6554174360454 3500.896140971649 2972.197072788411 2790.757940558787 3018.3535295493216 2870.403676850871 2827.103551817419 2892.3791617778734 2950.5356498148813 3239.977163313578 2705.9452320441374 2774.144426865202 2949.891499858531 2872.0386768152066 2793.2412973997943 2894.418660539044 2711.2616203576663 2870.532298418008 2793.6414663150263 2819.8989400903806 3189.865013029961 2827.0632864559057 3010.7700694643668 3055.304180085854 2873.97631861862 2804.7913319715935 2676.8521896605444 3283.849254789221 2843.6103217889477 2786.952586446036 2904.2333389100745 3091.1781531945885 3097.847452697799 2802.617977208317 3496.229997279145 2886.564223963004 2859.867366584894 2817.1523182201217 2803.7416940403405 2844.7477197158596 3918.1063431251664 2814.8688981878013 3049.6813774678903 2856.036744021711 3108.0487118090505 2960.222445219026 2818.9501249562677 2787.6467614440994 2875.6455989006417 2856.5009686903404 2971.9733971147466 2828.34070880277 2866.5276278399065 3071.3825590572505 2754.770065099546 3078.0446447565196 2776.879693358923 2851.6112309929595 2959.054344263424 2857.039608299513 2885.99743604571 2772.383524278561 2832.508861459941 2871.9783095371213 3371.7515651671865 2898.4696565222284 2944.039740396198 2727.58197712773 3152.459909347726 2746.0808154444094 2784.3496186847174 2801.353736816005 2797.467518485411 2990.503501799096 2834.6563375030178 3116.002959404463 2916.630544718914 2722.646220058341 2984.264819807024 2743.5224983702665 2696.9547969233895 2957.511599935891 2963.7464272406473 2820.675227568836 2816.528199714214 2808.0514598210907 2884.8921078493167 2936.0144233910914 2937.7202319835023 3247.711896240649 2728.1819250255353 2928.872477270835 2781.163434416453 2875.387778424248 1246.6951579659167
inception_v4.tflite,1670400,564.459,3031.110731630934 3033.893147498972 2983.955519789011 3109.5781368165503 3225.410618327086 3206.3490725274373 2989.27740621578 2931.0852060745115 3407.786845461844 2977.43048026904 2918.699532930996 3115.6528150484687 2966.571463538236 3105.8136073332967 4278.342104896615 3001.4920053502537 3046.2859389882997 3072.638023585205 2991.407867866694 3362.411545904538 2888.101081772399 3011.85743571747 3371.6556708030917 3027.6534797424733 2994.2703282077405 3225.0956365441493 3203.5247987758116 3031.1278301030557 3239.9679438725393 3121.2830603898124 3295.6052479968703 3406.647744886177 3783.055976561639 2962.546395250345 3163.6331863063624 2894.8818609250716 3063.5103380901837 3248.111298718019 2959.072003046049 3447.680630077302 3294.2738758068344 3460.408017068738 3048.0803947861796 3183.8240668469716 3025.2968471782156 3077.2142829582035 3153.5892153790523 2986.16043153374 3020.4761153615827 3094.945987901508 2957.366316190178 3233.9373353402802 3330.538844804448 2946.075869746596 3147.0009087959274 2977.6750855065825 3204.01594192606 3658.6949687497486 3722.1937027672834 3799.8953422875056 3211.5888721081246 3006.5710782693764 3086.5235512106065 3604.871424415337 2982.7432367474844 3032.0836273200707 3251.7088658273988 3030.1363652862374 3041.491048728628 3148.3266986764215 2920.1456321378696 3240.5062242851127 3093.235104048741 3696.977239099072 3345.81874966302 3062.342919454962 3137.8420632146294 3118.432213431822 3106.110731780273 4573.714582992679 3321.3641658685274 2938.1280945904186 3103.028078708705 3031.5044169966254 3020.1359293641162 3210.6728880716805 3065.6315527712245 3044.7158909555433 3050.1553040359595 3169.5008773273717 2906.8857324226406 3367.703829526556 3057.717474656333 2913.969837881577 3148.356269069961 2918.4889529618977 3230.843339418495 3063.4795139504386 3080.5412891634865 3144.415538734822 3252.5517775063654 3097.3557822079492 3026.043666613784 3169.0514204810233 2940.955844397812 3061.789356624644 3286.9480827715106 3185.728014277058 3182.93404891064 3137.2537021437856 2961.296930218703 3141.4779519572353 3047.7617196705633 3150.9629872113346 3403.461148459303 3049.4331419920413 3130.1104632564798 3145.8428538634507 2995.6469315640907 2998.032361724214 3149.43951975652 2964.3101059224514 3278.279573764464 3189.4953320767363 2936.6526543440473 3225.5138845532397 2941.6328201684883 3015.277317791163 3220.2312295892298 2941.552783358447 3069.8631185009754 3172.3546969523845 2983.0274713509466 3117.0842012324338 3138.0957651763847 3132.2973411305024 3103.2842829569354 3169.5610221951024 3114.162344606019 3186.8962863894126 3184.60898784938 3032.6576849440125 3044.417484429751 3105.8546647507137 2891.7562647554873 3401.2106943385156 3206.7247146390696 3260.6672810854047 3913.7431756303627 3429.6750645620064 3413.5090228846575 3401.9790317705406 3139.4620015831356 2844.1624295836677
inception_v4.tflite,1766400,531.712,3237.8761673747044 3251.9634754394983 4699.775489791494 3796.9169668695918 3839.2730014537724 3347.7178816148776 3405.1272030013165 4294.97736456819 3216.308967264658 3436.900581009417 3318.3712622557305 3203.1874743446583 3439.7494030967846 3431.043490737146 3261.30915546209 3563.227452566771 3433.6817013749046 3490.186675981589 3175.8171113907865 3267.4813992542518 3307.667765564919 3246.3872543577913 3270.8328459602776 3390.193131719586 3167.052685756988 3294.1251767725007 3536.981854576756 3190.954048191263 3204.9069467434288 3592.09625526644 3212.5807534369396 3198.6310312676824 3429.8889281228544 3364.579437127501 3265.5447979019036 3346.582938530458 3653.737477045075 4305.659557958599 3760.9542253538743 3312.2716381040445 3254.9905651424942 3223.199646837672 3258.1602806327946 3237.9912157499575 3294.344194011847 3336.0401353668085 3158.8781536202237 3144.3750641958536 4261.175706631927 3211.043393124706 3157.382980240527 3481.705335941412 3328.770636680544 3115.5510252760214 3232.7752719593914 3335.1558901290487 3230.735907509721 3685.8612034972552 3168.5208449845504 3711.072760933458 3218.82491306167 3423.216534886796 3304.7838931396846 3166.4152426411783 3409.402236144171 3374.4697126456485 3349.208186988752 3674.610030614136 3168.7351497458776 3275.505153772263 3426.4033827281733 3557.243445454905 3167.0595386681675 3289.5307405728427 3331.5644844732196 3363.856058940878 3206.0695149366625 3476.6313551590993 3377.5875035166323 3400.292489223829 3316.175436431053 3369.5586188003554 3254.818977583967 3284.4750281672923 3902.007371705793 3198.799454688325 3158.3711218346784 3496.934613253767 3270.5503248887894 3523.1043823157274 3421.3788578895083 3295.1306365349164 3178.645946600236 3570.232369309384 3391.0404185404373 3277.503757408386 3355.287546821371 3287.9853445683507 3123.418237813034 3352.1188702536597 3627.712425487384 3189.1226610098925 3097.141380640307 3508.9606931279754 3335.8080583062847 3162.6439656077555 3365.8330208994457 3520.259684827236 3073.6840812602454 3377.3027223175804 3410.002815247724 3499.847116933485 3279.610890931943 3467.34176095103 3196.0643242376223 3363.2896617179204 3365.0078463912896 3398.4855336024816 3228.1298903268703 3656.9405835174052 3513.026585010118 3350.0215185284565 3611.4628401703535 3551.8487699593293 3556.533583717921 3476.4475054096697 3344.006629904934 3284.2274441091513 3345.5944312182796 3372.342050257529 3262.8809364915223 3182.5415921275658 3228.073173233673 3375.0062601916334 3169.9076144277087 3608.597945829487 3445.6693340372067 3269.3403562743347 3330.9024347775417 3685.4215951997353 3330.4076143442794 3179.689272369408 3371.2858864170125 3320.7355239297153 3045.233961132684
inception_v4.tflite,1881600,500.362,3710.8556447038686 3534.2264150759556 3926.675116508233 3743.8367530746214 3754.056860599554 3549.1572947005106 3687.078125023474 3846.4542945682147 3467.882015923418 3594.0830176915765 3721.1138395877506 3997.783818865673 3853.360651957394 3500.832119403487 3996.1058997454365 3685.9430963928667 3655.7309260541274 3654.66876088348 3776.394891531402 3730.0748380389987 3521.329240563182 3850.587702365426 3720.4545685929943 3625.5462818539536 3529.9595382603197 3744.80932037262 3773.0365140103922 3576.1642097941412 3600.9700989272405 3914.265633536223 3671.2714570809367 3589.2539336999594 3674.5859602737833 3662.0818311094363 3463.358836220345 3510.883676561344 3703.820776393502 3812.4563762553926 3393.1985494286782 3606.8371030576814 3587.7648201147917 3736.687727077955 3553.2388847773236 3806.046043697184 4211.359308854972 3760.696715222638 3419.327956949812 3742.848702733668 3912.8752673916206 3739.6371789729073 3817.362601812952 3815.816563403174 4726.261392119129 3719.174319110782 3793.5494006649624 3799.949612090126 4073.499808836032 3798.5355460654255 3590.533226313782 3565.9037713113853 3667.7508772720885 3463.4473607566497 3446.8351958166622 3805.144049566397 3878.336121894051 3822.729851009968 3899.7478186544586 3901.9342628076924 3669.355488448388 3665.6586776401605 3568.4879549622583 3626.9683576321913 3461.7371226157643 3653.059665747909 3599.746813431195 4488.45561893044 3649.807670957712 3739.8112140727135 3786.0537692605412 3651.471931731776 5208.630435578465 4480.310466203396 3783.5857660313263 3419.150613105459 3555.1681412481416 3631.8177484412267 3677.3925984150274 3637.6274486981833 3686.696180638967 4016.721765898826 3536.1214720283406 3911.9639132167267 3794.4066618407783 4023.1259007738945 3686.203467454542 3370.808562868312 3782.6631155626706 3803.74318296245 3667.983608352566 3446.3356111816356 3919.785395993777 3796.025904973549 3448.7593359836146 3859.52951687438 3743.0333232682474 4784.779767848675 4234.385791234236 3882.713916995881 3837.128594458413 4096.593783277925 3602.873910342632 3697.0706055208348 3792.16830927749 3591.4698530210294 3670.4554218824233 3842.816049637515 4630.375857005396 3432.4761199043082 3730.163828422628 3736.7445601662585 4099.622415424568 3664.0193581851754 3695.5761463215217 3791.926691508273 3644.194445002652 3935.527659221411 3693.1045669837476 3864.1444915664256 3457.879714790019 3439.5235081775654 3752.813858250759 4064.1643793761236 3710.010135763223 3628.71099795843 3796.464935962126 3637.091429311318 3177.108399801508
inception_v4.tflite,1996800,459.204,4307.438039300559 4115.503079864143 3965.5619385437094 4120.996126884523 4470.411581140941 4532.933430987499 4148.2320659841225 4310.177095444795 3988.24809372865 4258.276152112273 4540.647800298989 4257.975360219088 3848.548032369504 4024.8343194708536 4237.509096094079 4520.194975466667 4324.244910279722 4037.057556397388 4407.52068886878 4131.330219419594 4329.0789751919965 4296.630025989713 3955.3675422904516 4000.1756402489577 4270.485103420228 4316.434264990527 4364.20558014846 3976.722467108164 4193.5603303218995 4794.020867362653 4427.502117034862 4343.361668882891 3976.759948303819 3894.617818051983 4373.023137150642 4363.732111533895 4248.282562030709 3908.4024808435 4351.907528568555 4361.8779872128625 4469.866277288365 4278.43522326574 3892.0443925198315 4199.352579112508 4240.798366963435 5006.924848471226 4418.780739108474 4003.5240120690282 4255.442730423768 4348.259176018049 4270.335823270417 4291.594219059692 3864.6340399158007 3971.9704958856073 4412.032743193039 4373.955605745767 4539.533888454381 4068.144018736116 4079.2806627946725 4520.511488630993 4652.684877152744 4219.5027907399535 3991.6419056514665 4055.4332550809886 4127.236410263512 4341.388283290705 4251.0672011984825 3893.584508282653 4012.4871002274845 4296.667864472011 4296.477183354188 4384.759967409774 4146.592874769773 4038.560644644411 4353.135976148763 4201.4108261429365 4258.650482369037 3985.174431210833 4299.2737596240895 4201.024498887835 4310.163083345131 4189.777844896327 4271.991171258827 4098.911237369191 4419.201281266621 4721.004527501363 4340.911067192512 4070.2413852364075 4311.078586820752 6108.155293741326 6834.545988537491 4282.705051443235 4081.406776530886 4456.699557732998 4284.1685765168195 4482.932187060943 4260.7670248466 4036.206043427216 4193.2810081074085 5161.108680528938 5170.1961873931305 4448.626976246353 4017.000146535583 4097.230938974687 4610.62462327469 4346.434370386516 4338.839659328595 3800.300966084571 4310.577931081599 4220.360050184056 4310.519078220978 4285.677426702223 3961.7308920844066 4127.42879816056 4143.639350712898 4771.706395465184 4455.727994770879 4102.572347176854 4237.830769183722 4275.357645729339 4391.386735069118 4284.185537494288 3906.851151211609 4045.4090386469816 4270.29850532049
inception_v4.tflite,2112000,432.55,4973.03716070454 4915.769552562003 4772.367416208946 4555.902244923301 4524.316688102539 4799.793037190313 5087.894901776669 4860.665014246929 4824.012387958076 4463.589702239558 4600.535153052865 4630.006543689599 4787.484178752517 5110.06272366124 4831.495069528273 4946.377562579018 4557.416531514054 4639.930548249652 4679.673337502218 4824.467863698621 5039.448006746351 4865.929145442727 4721.946876922027 4456.78392830613 4735.42571393796 4775.937565970561 5019.561243529168 4728.867923668862 4723.356481916723 4446.555982671956 4795.372630925513 4730.718588404184 4969.463480072817 4861.060765798773 4777.262692993674 4705.403488806668 4503.95344725594 4614.78563964574 5674.695159319981 5011.355802873777 4822.113593693766 4712.863548521629 4401.120686810683 4695.0979369049 4668.193031717722 4887.451117418866 5099.61677541032 4951.51454553972 4786.221614580083 4487.88008656866 4508.891853611058 4714.23723394353 4948.131328983594 5144.662855134818 4822.382188707694 4640.615826500619 4397.194072562786 4852.614315163691 4697.26052054207 5131.821748079689 4975.335768981928 4798.073905735983 4707.392520133616 4563.073223842355 4754.227629199469 4827.7067508577165 4919.638015142777 4932.509831291361 5048.205953386894 4527.948797131917 4581.894829530617 4576.022308359144 4800.373467867807 4837.143164559352 4790.613894661694 4465.268910190137 5721.59292473481 4771.865703319687 5145.332208338515 5767.560912153923 5003.463898277729 4798.365776611593 4465.880448425292 4872.6302170326735 4769.09747974852 5116.825699128708 5026.385565444762 4801.145370838463 4727.460906956605 4658.642305730267 4833.845597239847 4874.543870718073 5139.161567494185 4923.125200132837 4808.320373358438 4447.552890646454 4610.834152843979 4741.48702542516 4957.152655548558 5162.667087460223 4867.225619488467 4955.842670560262 4538.740483016783 4743.650942290071 4872.964624365717 5167.662778347578 5411.7632617424015 4990.030889896994 4794.782530892885 4970.587734785503 4791.810149031528 4914.438255948815 5432.874094908466 4870.266746492947 4947.774389439125 4583.604762251451 4621.445372066215 4458.596374079821
