model,gpu_freq,inference_time,power
nasnet.tflite,608000000,38.4931,2599.9165935743713 2608.191703446127 2470.4758184834673 2514.0571417709684 2543.846180317225 2602.0170014483506 2710.0035817973935 3017.735888329608 2517.5416836651098 2462.6920918398678 2375.970371628404
nasnet.tflite,676000000,35.4127,3097.2457933007936 3095.6066925425785 3549.1926845202 3142.514391574709 3177.237697840779 3051.1787181145774 3699.051997787997 3604.1468501403538 3015.7602736930476 3655.3755574596744
nasnet.tflite,738000000,28.2521,3894.42452147752 4260.741395432815 3206.521807830236 4155.838811823079 5987.866011323757 3959.862946708285 3592.8578600833907 4102.778475190106
nasnet.tflite,778000000,26.7547,3353.2526297056593 4885.840508215781 4732.194159718607 5267.559041753467 4098.852716806796 3544.1660562123857 3945.7596008633836 2696.585014594015
nasnet.tflite,840000000,25.0293,4862.410275739555 3682.0437396972816 4952.309622874103 5115.933118869835 5259.293539168249 5225.616129947965 4102.283353932429
resnet_v2.tflite,315000000,1140.35,1522.2994193316176 166.39818713899064 64.01330621778139 1286.7340571999516 2164.2908283988227 339.5150165024765 66.84819678743924 1440.8539370245928 211.71030559460155 63.618479312617104 1419.8506179866754 1224.2431561426251 63.44072914950832 63.83074023624662 767.3016749203429 1608.9423712485725 59.95693993295852 96.23530752431807 1586.218365526063 64.20744036130333 67.87490910303727 1533.0496540243214 771.3929120809722 63.93313280211753 871.9176804988256 1686.7687565623548 1623.3687859630109 2084.930967340971 1288.3041827006566 1093.2724419251085 62.52529693799348 251.10173753680198 1683.2589983002774 64.32093355161896 64.30799443511987 61.09542187556291 1437.1912597482813 93.34167421456273 62.939946535289714 1568.1289081745367 1033.3551817445962 63.625219459033424 152.33720038795218 1034.0511130858933 1577.8650473754913 61.76282855780744 198.5007644216375 1684.1535791596414 64.76893910108596 61.12324173196559 1521.364001715214 593.7342860154603 65.68866382837695 960.5230005929624 1447.7297449814425 60.5355982399201 66.35491143381057 558.3985712653459 1682.7751192773621 1544.4503943520574 66.35905244408688 246.82222902944855 1684.6253793328901 72.84117241049836 61.119030215797515 1619.313307497326 366.649799978572 69.5535230037739 1010.5052048315681 1654.3552669550727 69.29616797948322 236.61103979168212 1722.97250782385 65.59052378785162 60.27828035876033 1559.632650687037 490.7864051907123 72.95109934055235 960.117419827035 1749.6031180297146 60.32396213468771 182.85345591542892 1676.6182951061044 65.18019837047909 69.82772849735878 1570.940192133245 571.8406866563558 64.4603845856681 1011.9573300761198 1417.7062882114872 61.03083733313501 72.89029479133032 384.0351340851506 1764.4761183764897 60.85993634905274 60.83548724570626 1606.6203101070926 254.65298332908742 72.51363688890946 1179.9212484952368 1556.824186364301 63.73247516634759 63.612995303949916 659.8712137492761 1628.8418454575424 1406.4631114680276 1555.003765245428 1637.4194790349848 1423.87094021205 1443.4023491229061 1882.777944751233 64.09898604985312 70.14330112831696 1719.9817655075346 339.80654854329566 64.99913163332609 1210.3546579040276 1398.6567365963745 63.66169665823495 77.75061839137646 673.9329630250792 1588.5501939276235 61.19575789041582 68.75398768641406 1535.2515554570182 71.75684503125183 71.98630681897879 1474.6056689056531 891.2112806767092 63.972133104829524 603.5155969755193 1879.6596247070286 60.41218685100101 84.42997775039811 1706.5140040965612 371.2872168759148 64.70172695709826 731.3102533706784 1752.9309746368149 60.45529473739808 72.62438071276883 348.97830078394026 1775.9317910618572 66.17655740662933 60.722503721224456 1801.384110071082 265.2579116831779 77.43338301649219 1337.8993730974262 1450.917482715681 71.21249316154615 376.62179823619744 1884.675384961616 60.45319262079503 60.353842716708535 1646.5425589264023 238.46517083883924 71.65010803429841 1653.707819553719 1069.56829420934 63.593295817618504 64.5915239330776 683.2752237729908 1695.7621418091167 68.95865284247957 102.38855888289257 1478.525136599157 82.77189878179763 64.46241543406124 1568.628403549558 970.7422940657917 78.85951346409513 63.86912225443437 1081.504622438604 1540.1106119457017 61.26505587814378 258.9153317401727 1788.275491145019 73.43212317036485 61.32953157527105 1675.409288206307 353.2282116663943 63.72698330959949 1064.984927207809 1540.228042503351 77.83671993381994 274.87849938072264 1754.1073905117728 65.48157438779816 60.53662335627202 1861.7936274113495 1949.717532605435 92.06656166788031 1658.453942526485 454.5886083754052 64.89114862924181 694.1348028380049 1760.2557597591922 61.756194149420324 79.1842254516974 289.21578702241965 1779.6771845142828 64.12694059378593 61.615900534399636 1555.5480529071585 421.2234222728284 71.37295101195392 1218.973087314953 1460.651481033918 60.168538633568545 211.51839082619483 1629.423435088905 64.11269575455118 74.11203639494252 1698.6903207394073 440.53495619969436 63.49256381279537 1132.71882168821 1534.896819517159 60.49062898427512 185.16190032856306 1716.7836942561903 65.02875915301826 61.06616979776578 1807.043159852819 433.5222156213032 62.5814723985567 71.52589801655989 1372.2250299676764 1407.6600703799575 62.94091848626906 63.408859368403974 812.9923248608635 1703.7586662600843 68.64985221913815 87.38562695674332 1506.7243432997361 141.4719667342972 63.14993420416647 60.84216157658773 1745.3771396536433 288.96366923590324 63.77997674580677 63.08422899734257 1462.2807209476173 923.2885753064338 69.61634317376225 554.2247028919752 1668.578085818007 837.3903198406427 60.90022056032516 1558.9883431275673 1214.7463511991 65.50511945655482 584.0998410081345 2514.3911414955546 61.25935691037494 63.94249207970142 288.3086707111449 2396.477587402599 64.1485518263894 60.517493211469024 2386.732178373526 305.6703944012658 64.6818662304343 1397.5296323230737 2179.909133414432 61.017419347044616 224.46686634227788 2504.086935969719 70.67677537354135 61.65157585709337 2334.519737000389 624.5823626886257 64.87459202034123 1124.8841503504793 2193.012141072483 60.93817159933311 130.7500623074626 1894.4745056154898 2547.251851988745 118.28502762715854 1094.0060454083264 1747.5918064413604 67.8952463461898 62.907416180295414 500.1635758459951 2090.9968253068237 62.041524000957935 61.06120743044116 1899.265159976161 141.15599586872747 63.425757553809994 2007.163311444599 887.7195206610531 63.76299747721056 416.9614856765652 2039.794686264464 67.37711262770685 59.68011618410467 1979.8300957166407 333.32846464791965 63.690647193135426 1383.3121586885015 1629.892948142064 65.11009739527715 295.3602808162603 1957.1917463632747 65.48031186917413 60.966246262959125 1245.8947682499506
resnet_v2.tflite,379000000,851.75,2084.8786973392425 707.7756217206982 63.56016756424007 1354.8195435304765 1252.566275547178 64.78324182876828 70.96207271954567 827.1566600127403 2434.7627546682306 60.58909372869904 63.53299855347705 312.4592731117552 1921.2650916078692 64.71599915138314 68.5190388127309 2055.8498451125815 287.02417398288145 62.37604802757377 1158.0185501080828 1160.1091014421388 71.20816495574884 296.62571199604446 2126.6381993644472 64.41240939430152 63.913651842075076 2459.803362626996 1215.7809933309707 1375.774025396737 68.89153895622215 2095.509156648507 185.02036310709906 71.4003106646211 1783.0637194833932 870.8330555693004 67.43597517171015 68.22418337154699 849.3418251606165 1501.686979896692 69.90882062389439 152.69706855860622 2340.5591135390964 121.74158168851257 60.3824157516563 61.22072621190191 2034.5205972250199 253.27942726455967 64.762682776999 60.230462272778034 1746.4226755317388 1886.1381778630246 67.44438546062051 64.42278091536059 1310.000831303998 1201.6644085233424 64.23352273651587 291.92010943679645 1862.7899743903072 280.44710317151004 67.83367554225234 77.7586920251862 2047.0400198404272 165.75308274909756 62.62161464735869 62.23256286332548 1985.1855694561752 335.480447309776 71.94193874437924 1055.3031761793623 1317.8431100105718 60.83482151550156 255.84031830228076 2267.252076218027 207.79042415728534 73.25100486949296 1278.0251658054112 2385.233117519844 65.8413045361533 64.80722483983055 559.0638531947168 1743.9807179826632 70.4063877310791 59.45386493774611 2288.2888327650267 95.22070803052482 63.83593375652478 1705.2725643934118 2513.29507684484 70.87704548669777 100.76787743029624 2046.5100326471945 95.32643758774249 70.35231539052558 1726.9142193907394 491.5885598645393 71.22449697842956 739.6733822940414 1472.4291130828942 60.26950296794166 63.03992465870858 2031.3390556249606 1799.2404983860927 607.7689539094376 150.23770285810977 2202.482455303392 64.44732055663638 67.64353586909172 1820.1921098483856 535.4121489439301 71.92038972756922 698.8837244344923 2495.9120563837937 192.28626449117468 61.671941038285176 1947.7943205371855 579.8973606278531 71.31794234947519 896.9480614748645 1476.8241502523638 60.035862861001426 69.99993225833651 335.2391141301257 2521.211419951656 240.09543704611602 60.256964953253735 1973.5082032062069 214.59611784590143 63.31688053717908 1399.7077767732933 2416.1993781770852 73.45062129919356 307.3069645887779 2176.4370585803636 344.67501224383 60.76532326996016 1981.8816936376993 367.8724024601937 73.16101862293782 1144.6203233211006 1267.4172843527542 64.51431633846403 216.51835388896228 2265.321786538026 261.602751054638 76.81751363533259 61.80471886175756 2160.5671371335307 780.8195130130613 64.4810948032259 61.62772050612555 1905.020642711118 421.69794515288356 64.78548975907484 759.8593077568171 1525.5330594346526 61.75795650862573 64.32920937266208 375.705645594102 2322.9515088518237 206.224468731133 59.538621177581646 2128.513292756367 270.84986063802756 63.84219893553347 1484.685593789694 923.2040873630456 63.89463207378295 380.7749226001036 2363.830842598706 218.91831236931097 60.94477650455501 2187.292708550206 313.0398893781271 64.05648013048338 1223.993339926732 1182.2144895489291 64.93692844259402 281.888713323409 2259.632192331689 428.2393097756453 64.81712583915903 1451.5882076399926 911.5902552003445 63.717390063653795 402.26159290850234 2262.881101896658 230.6704316725293 60.87391927831411 1895.0493776806704 348.5820471696524 62.91556101255052 959.3671801544909 1427.0260822233784 60.01740044764144 2029.1759813890012 1679.442247037257 73.0011342756468 64.55641391833525 2073.935047146191 639.198663362083 161.00563529299896 59.38115964194794 1870.7728675995108 468.03126754103874 63.81783574235841 933.0446968503891 1430.5448949879456 61.33084486242354 157.34245783893863 2454.3956698494576 79.47022065585908 60.54794609069776 61.187381421197664 2568.4564875054098 229.59293924880396 63.96452844848288 1377.6004434976937 1208.9432973400171 2139.060345241942 2070.979170550807 1951.673692827463 2039.5358213112129 2057.2755404896384 2679.3284549067785 2023.138868094834 2055.518679483325 2063.1952870521395 3349.8368408000274 2231.8735655922637 2163.7309931297964 67.01147503708016 71.13861393308684 2223.0026701885677 1001.5941383055917
resnet_v2.tflite,443000000,555.654,2622.1045168075448 2661.630168626234 2473.3404327603157 2215.8678845639283 2336.1270797716147 2228.022182623941 2218.844135103929 2316.3028125852584 2259.01465221929 2226.7858292669016 2286.8710229430862 2262.350390747338 1806.8606393419425 1764.785438466886 2284.069551957289 2522.7101622618766 63.88495109288767 185.92199911321592 2245.9074668046924 284.7286146698402 69.45434497556174 2815.7663764609556 3377.284167657494 67.69678582973643 62.588709559018966 3607.178675508152 872.6774338244244 66.04559622991609 1604.5597164168341 2449.933324362348 297.0606273059515 933.5030009301232 1423.1567195739249 71.64050411722451 152.13967138790372 2454.423897147929 257.79306008902626 62.374981990559725 1967.3924764759759 409.1974519870403 73.05267732049089 824.0367538475728 2611.4028579435894 62.48831732780337 133.15236546191923 2434.955555071537 217.54180583451756 70.33067400560448 67.92135503744808 2262.9248306638724 549.9889903658144 66.01927898678282 1089.3752427524598 2618.432810058777 73.52894152478929 302.64344790157344 2560.497426499497 177.3965333032602 62.102902391145214 2195.648456491882 1049.79345661008 73.39155307910208 1570.093360895807 2153.5601164221575 73.38011528167837 65.30458752899294 598.3956019591668 2618.64572283056 66.37540640706226 62.742291619509686 2198.8905707475515 617.0726730814589 63.56729735171269 1599.587385623294 640.2017080873356 64.5546777694707 591.1999642664821 2587.095424160562 71.61602937243333 60.107523806099685 204.40013627064516 2205.8743221900127 259.3642450001482 61.49471085534197 60.375491500982996 2438.071730500367 383.24026143595006 64.81336346114975 61.1381473907841 1990.731635034362 1483.317610451525 64.01092851375029 71.6348714392888 1490.8295672154325 801.1761724960699 69.1805654699259 349.955899022632 2407.278746457586 187.96231668701614 68.93528598825756 110.9357635435859 2302.160738532183 326.67116366504507 64.90496865551503 60.243821740895505 2234.445109544944 986.9258632699118 63.972441031473295 65.41774734550481 1757.3187728600687 1847.245450262628 64.66046604016329 567.4494891211801 2996.4905475437545 92.37448320715053 64.55460086471028 267.9082560324303 2435.186503246971 209.0908503715556 67.52335207380676 2078.469212127097 1185.7591727977344 274.0222849993852 2049.52003326241 1170.7668715874208 64.99500246258104 863.719172567714 1295.8878966938744 65.34722679182283 2310.1356660932306 2164.439907697413 652.8952402139155 64.81771368294696 923.9574447295029 2631.031114621873 62.2242100378717 64.87108928053857 486.8341414249971 2479.355222205248 148.53722403776155 62.338434891855044 1987.5253329332168 192.85333759692188 64.59571469682076 1508.9680912698984 2297.7549425519883 64.64144249021082 353.84214783522935 2459.729396885452 61.95930912994098 61.44008263579418 963.5170958710775
resnet_v2.tflite,491000000,590.944,2406.930639092987 316.76227294348223 630.9616537763624 2751.1836504303346 62.91125510575761 71.94449129919714 2475.506201089439 233.99842878719136 64.40495975264274 1813.2753931736497 1838.6174679137 65.22663470236235 572.901138611828 2718.183585537183 2276.0178381633373 424.90679180474507 951.4517972355022 2933.8743715593614 63.0304576625015 121.72912287197792 2467.4801833507013 219.39990209003935 64.00129313992065 2050.091741839037 1318.0165314634444 65.85659499907757 498.4257198703215 2752.7983075384227 61.84208369833338 60.95197941117136 2576.3407073353696 255.79171257990276 65.39572130873614 1391.6688740775874 2468.7687582585513 65.67471852722541 258.1329299247279 2667.979825685172 72.03372514354875 61.729143427786376 2215.5097360772443 946.8351962012148 64.69762619468969 70.51874987187121 1716.2189328153738 1970.4356060820317 64.60285837427499 453.7658662257516 3014.0421378037745 61.737044095440105 61.198254508940934 2206.2209360944576 625.3561803620961 64.77700938707393 1411.1416523455043 2353.0541175884337 65.42994315077594 375.6759093325916 2695.9310863907185 78.12869638461308 61.58279626390954 2252.093507395906 743.0158175946532 64.13005407116506 1101.747654528462 2655.6032990085287 60.93233139707849 250.57155283923376 2932.6246553457086 143.9037363742568 62.237500974790024 1989.3310490008907 1359.014725902701 65.1217898992125 74.47682133181341 1961.0542269656407 1822.7632149160588 2751.9209807288175 63.279322665862836 2009.684556256213 1277.7923813927991 64.66856293620475 858.16086485737 2731.7825892218784 61.73219385376831 143.71300426516808 2574.603949716358 336.32772638140034 64.93229170871038 1313.1090604941926 2363.0730800525066 61.96424048990656 222.34292082315952 2569.720693883169 299.71644031091176 64.94398238840627 1155.399255414615 2363.906163293547 62.02887979319285 233.42019947720647 2626.6023689815815 83.56809901297139 61.98693419621006 69.24930074513072 2216.433926959865 1672.5063175139387 2056.4417380988248 78.54977149925473 2391.624570628327 261.44501300600905 72.08477860635182 2029.1837883947683 1325.596303105212 2329.97817462502 234.10260646920702 1320.6275246069451 2376.7347824166554 79.08969944692123 1150.6284916344603 2572.4590825863374 63.2494140968718 170.6574599836746 2507.0729832046513 230.112976858382 70.70768746279462 61.23629294129941 2316.4734800764727 423.7439223992425 64.56286503650979 61.49764904440634 1964.2820651136792 1616.1458388505869 2945.8621396104336 61.508061805066646 2207.2044771002593 1110.4179460974017 65.28859844998941 72.08886281284174 1568.5275204464606 2083.184195937987 64.44125482130872 464.4537756264462 2749.2009279306994 61.68697264235213 62.34647034666782 2357.5251296181978 214.02176424589638 64.52820638504514 1710.0641669553595 2159.990109913384 64.91546701738223 64.94190844680651 788.5778112354292 2581.680894383309 60.88396943850604 64.51304649992215 354.3147719355012 2643.143423534284 61.69355866530828 69.88772383466383 109.71963762169949 578.6767493076152
resnet_v2.tflite,540000000,579.898,2559.8189576200434 192.90563492008562 66.39554313810045 1558.166079460092 2081.4717476205346 66.12796330391924 339.29850939097173 2665.7924394039283 821.6421944522148 65.06705228659806 1943.63133383355 1495.649450908741 65.09576292434497 390.11836786388636 2835.7706279710405 60.78823145815985 61.50316518997793 2356.7583398266884 351.1603667531845 64.96999055174106 1109.0094939460164 2517.8566577008833 64.45051552246406 287.87103000973775 2756.333016471825 64.5393147505094 61.46366748414595 2267.571413372486 723.6892871277338 64.40568239164666 64.06579605660824 1828.2467372351932 1583.6381208432797 64.01326743035479 519.0775559709623 2926.554014549038 60.834744516122605 60.6077573364796 2436.984141158853 219.79342810978937 64.06762793823177 1970.9566422747062 1404.8464563880316 65.04878619817488 64.6932352818302 914.0481361287477 2670.2289435054813 61.578114408064046 256.91421500960837 2830.318379402336 64.91099791179836 68.31550585786695 61.05050841932298 2513.7071195928165 191.81626480954785 72.28808957018794 1702.588491182255 1785.587076430258 179.3288338298519 86.25691844364303 1191.2137474189838 2535.102541764131 69.70305190429639 245.70293810726437 2711.495464330877 71.7960230497407 61.19938570998294 2623.7428017358247 805.5321141883054 72.89216576972971 896.9033324428551 2890.4036794519507 2618.9678690757023 84.10286536409404 1557.1885507500708 2060.6696936677504 74.79748978682098 284.69584829047 2672.703705734856 72.85878747255052 61.934208175524915 2391.419017909825 459.0860175588753 72.66690014448638 1269.505225389849 2309.492639251284 63.88106863677631 317.58981726402334 2744.5619372693614 65.91711150002446 70.5445531125254 2346.0540126840506 474.7099687525334 70.40416366441744 1472.0664639664058 2120.0528530560887 65.46745537579096 306.20796540473333 2801.9178192254035 65.53560340673162 62.29582627193526 2184.4840209470326 734.3364592291855 64.58055829121662 1017.140610795917 2614.2965234683343 2810.677318763237 2566.850587007904 2748.8627361622407 62.57241543790323 119.98825288249884 2676.3438031557134 71.62240576781879 61.35859547991141 69.53183576722166 2415.37133732512 332.63823829094076 64.18005671882528 1395.4452727238356 2404.7897292997145 61.70423179513658 69.78369905234925 2419.6046776487615 417.58034583463734 65.29891498399279 62.86411937703798 2209.547530815296 960.3971027598357 72.961639036872 737.3016033770054 2643.876095270309 67.77095423978025 66.5290424024735 2521.6214876299287 140.42541789590874 72.37976916579339 2046.8784599341911 1241.7043387676565 63.72132375720333 568.1101706842867 2961.947318197958 62.547042809477574 68.99941943894338 2441.8806246686727 2590.5007592267634 67.5506193295205 113.96205288777568 2581.6444597250247 1916.1609363789867 73.91068074653946 301.37116542562825 2793.0984389200985 66.31035087340835 61.88088480562702 2605.819742386017 2468.537080185483 74.62442001030401 377.6890030119244
resnet_v2.tflite,608000000,615.145,3051.335213915751 205.9659828469727 67.0032767026484 2258.467773160477 1442.4398272009496 71.19918110621909 74.22840779279116 673.7305957742872 3110.93113712204 62.69692260254149 77.77087674312679 2704.936990864637 149.17726455823976 65.45747585649022 1713.396753740215 1921.6375928642328 65.39418471788908 366.486293107023 3241.7464568314035 64.16086180014796 61.99032605876221 92.93382491431821 3077.454152954944 73.1959211165585 70.93232057685753 2051.614679067093 1232.5467142667994 65.91480642319598 610.0192633246241 3167.1569258169247 62.99996447986717 65.249564923757 2961.6877304506006 111.5160024414594 64.70696181944773 1921.3246979215044 1575.4532298010329 65.23318287226685 64.96538764070716 1361.9950767378211 2288.4207498253118 62.20746063317466 188.59952624706125 3115.2809582382683 66.15987154766718 62.28178975515785 60.68005696023123 2900.042611296539 227.46490524739534 72.06411049097927 61.03172827426512 2078.4695781801247 1044.4156900608723 64.89547846385233 745.7110949090169 3045.1946118887968 70.96598664145142 64.86339295435593 311.27947945084344 3155.4147377785284 62.39766281275513 61.590747739041916 2901.99764397161 540.1471640007701 65.1693347433303 420.3650481828896 3190.145446762104 63.25144045004298 62.83326760886116 2665.7275870289996 154.48561468652397 64.5523155707012 1636.4432157890992 1916.7139489629972 65.01190898424319 423.18526505456754 3007.1529041507083 248.23876769964866 64.0599088341122 1737.4322430600275 1914.6408427231222 71.09924972814979 539.417333066099 2931.892092564262 62.0686249952431 60.73697622117288 2703.084695259395 272.0347197603071 73.89388511138844 1907.5193638410233 1563.5191743785726 64.76740319903232 549.7217562903762 2946.4328584530485 70.36566320685432 68.17431689991862 189.7029073121678 3074.325589677229 65.27033452695721 60.33395799377129 61.34447000744044 2639.435383044777 193.4190094361622 1070.7210348914339 2467.212010115728 62.679793527630196 151.41015889078992 3631.7004724142776 73.99367534642651 66.65932528525107 2164.1034783604036 1025.440567015934 65.06593151564283 1041.2976731257347 2486.7529762228605 69.91816168056795 102.61425238922969 3073.4500457860895 65.19069127116153 61.887532169585505 61.50786192523111 2800.97132112977 321.34372105883966 69.15866850285384 1247.6886150296436 2407.5436832617206 63.665231733156645 64.57596452218895 634.0103757924825 3105.7422366844544 2199.051401197586 64.84545077101997 2998.0460515316586 2254.1173414259447 61.92258073672526 176.14698130122954 3031.6597990021237 66.50642003065637 62.078085714971216 61.69673925630843 2576.3179258652144 255.5458110546476 70.52143368006871 1672.6655959349298 2021.3959158664788 67.31500251108324 382.7318570901667 3250.3754267119684 62.11509849251977 61.47505025419193 2781.347978715266 276.55486831572983 65.49484103165281 1702.4172359127367 1895.9503262986318 66.08913712987243 360.73615985812893 3208.931052355582 2488.298248031882 307.6194912436143 626.8649786508172 3190.246253749406 62.58657609795092 68.21816862363814 2946.2600980819902 132.98751290573625 64.1440945194904 1154.354161763199
resnet_v2.tflite,676000000,549.335,4149.549398011078 1764.7788569728648 4058.6106020147226 274.78845335906624 66.63450446517115 2273.322616768036 1022.0153583557 67.0693977794006 619.9974266833816 3461.043677984374 71.51410728137921 72.03311486743573 3774.1443731923796 98.96940887968681 65.97818562162927 63.88275747691882 2912.6060276622597 387.79777805791457 66.05497821736579 65.86422867005315 2313.8020449900323 1068.9659554770883 66.95020572722086 414.56115391082636 4120.395312040477 62.87420095315257 62.190859456817876 157.57819080078085 4360.245469406107 66.70476688857417 69.50871591360638 69.61714287555763 3370.5166177508877 222.11170278312184 64.08024119836521 62.40911165766076 2565.3403076221025 612.0880364955551 73.85407823939875 785.8578555805612 3184.931212078146 61.840126408875896 94.2125148853102 4157.667001700028 74.15989992085296 73.9698621377024 2603.8456709375755 3429.007940671969 62.07877669313986 110.87629058664878 4221.352156017082 66.37978395072955 72.99981416516707 60.056271642789746 3471.063528380847 279.0625960266717 65.29227655910974 1027.0625800267915 2717.2899585691307 70.80539398354718 275.55748551078636 4244.993271157655 66.09032199420518 68.21961693625605 3199.768721886457 307.9769751525936 73.97975967881248 1115.4514310772336 2552.0262915202784 66.47616929903789 4112.562364180592 120.07626042536214 65.00717893801519 2447.5677806702756 878.7967230154427 65.27891774757332 373.31382700969414 3904.652212898467 62.789074128490974 61.60128448541554 135.78066630985083 4296.645035590678 72.21143267265069 68.94687980781923 2565.867748088966 606.3669284182781 64.8284264980922 748.6870856970052 3230.272227429479 62.047013837293164 108.0532352478958 4260.903537624628 66.21697113859842 61.90622753362461 3121.248801953869 578.4386517131497 73.57630301635388 658.0207815139253 3144.271103714189 62.10150849742797 64.97007477824683 293.456052293608 4242.926140351344 65.74441330640379 70.7547269840024 71.48460074620566 4477.243226039714 108.14541398006598 82.28138281895674 2013.530640610016 1473.9508754960063 73.04188541199912 64.57249352627022 905.3929181166827 2948.169101894007 69.88678889010068 164.36586557823352 4206.347580851537 74.63585255496277 1962.341835397118 4051.262342422357 92.69266468751334 62.196853106848295 2510.3807835436273 823.7905719633653 74.64418917673757 64.07690509750006 1036.0151785358178 2566.0041390091187 69.26072852384121 258.50015212082184 4696.265603846469 75.50871838111149 62.83250766111858 3160.72338141884 345.56499064974497 65.00410764106647 66.52986036145886 2090.007878561117 1370.0274527822028 65.4711810101789 450.82377443232974 3241.812452334139 64.53534696157173 62.837886778960524 3745.8628311443863 3263.821308806517 4260.6811120800885 4102.092785359473 2451.812195990769
resnet_v2.tflite,738000000,519.758,4868.954099396515 213.26891940316568 67.6925736957568 70.47506715148307 3429.196383893201 478.174618677208 369.86682303973225 3871.5973703158897 62.81980896945721 62.53613557084612 4806.172053295189 242.44411611245528 66.7203727203626 1871.4310032453554 1644.0525189512184 67.35917508155113 65.50526560556867 832.3665490722619 3032.6087568422236 68.90051669837196 137.9091816156871 4934.983667838681 67.15491309678723 156.88181726699992 3691.101781721824 5007.785322156863 265.3354419077651 776.1938372661403 4892.7195346593135 63.63383103110495 66.6305932575755 306.7844004324695 4991.811078749206 187.74859046725553 75.31938047490736 2036.8553528855268 1587.0940234644208 66.26603299120639 290.02726747015237 4316.876124291952 66.13502184513925 70.58558452639697 3782.582132928345 354.58545453410096 65.60816988740521 1507.603606382709 2019.5380507562272 65.54982451716143 281.44892158923716 4467.383325204463 65.68250542269702 60.70011551186593 4484.5377969045185 301.85832825636777 66.03678212732503 2311.418251474887 1119.1249589880292 72.89548922384449 297.1987147889234 4957.2736083211375 66.76432408678704 63.6551497111808 3814.4928999231443 286.8722089007886 66.60443907268875 1487.1881746154584 2059.5548381142394 63.68054140159107 256.4420943381686 4490.034859118948 65.8704879439225 69.72653092207943 3761.696615643541 319.6636994924022 67.03248405978957 1802.791608250163 1743.719402354807 63.63080013318386 5440.942757290788 595.2236306681784 66.55931937389421 816.9486918249944 4911.965321533383 76.0310244065569 63.89954391107492 3746.6339438876794 441.46776730847796 65.92748116545184 822.4495982525418 2773.9730979396263 78.40864020036203 112.28712627184986 4706.12192745035 71.41760599577003 62.86265683781112 2936.7735103410723 526.6918353232909 73.69108781001941 66.59566563469237 2036.9579908417616 1430.033762391965 65.7994952651095 297.52908540367986 3873.780297471559 3969.7967763381616 366.5839305307011 502.6654947332794 3708.443023028345 62.02488361752293 63.05851312596353 4365.543289764586 182.81547466608265 67.66582536890108 2046.2381544838745 1305.7226293374301 65.77445135150464 448.9723651757639 5078.534579073222 4703.944420144449 200.7219778142871 759.9030946556987 2499.0244856931367 64.47894242589146 99.80918435006761 4850.720939719473 65.16810481252304 65.87670948156321 2907.0926414816768 618.5615031410454 66.69074217755244 727.9195008225383 3020.0121907412513 68.87939717712271 66.10856152922545 4692.73212646998 97.85300101577492 66.78879493609836 2471.0688125944002 783.1067630454703 65.48321123743872 597.5167289932916 3158.530443731845
resnet_v2.tflite,778000000,387.702,5322.500704532801 188.52837396315695 73.99316771691595 2324.199641339532 909.0561005245315 66.99039131643889 66.18284272080365 924.5496120497037 2770.22967111338 63.49122175530059 65.96647046004256 320.2339766991691 4404.252918281482 62.75064433255743 60.77600435901268 4380.648237729726 272.872480908319 65.70482115437548 1563.4402162643619 5235.590983340234 1322.4970947606125 329.5705908768325 4827.091488889161 66.36380769131924 63.82679412099354 4395.996828450441 271.3180222438513 67.1728187201589 2086.779727444151 1426.685064873689 73.56420816838892 65.57729412011012 644.3231931071391 2943.5470201341886 63.66680008725191 77.43375969911484 5340.508706536787 66.60108582020041 64.876035909092 3790.0232864091436 2113.3941081689863 63.11280041293802 123.65713221250232 5597.109013073328 79.85459056947985 1574.8432333834141 1888.9268056757517 67.7834282693232 66.56168409010839 701.549679686988 3138.990370521166 62.70922631734045 66.56630581392275 282.82798171054577 5015.952658771657 66.65795504771373 62.01667296295403 3690.541177365866 383.94969187577846 66.74393246493551 929.350710651786 2720.565692853305 64.52875639415154 195.08932550575923 5253.214269771188 66.22044170139755 63.16127448485911 3568.352933919727 414.44674661845653 67.1812539193734 1668.7027984406377 4110.837681618751 64.31156438491575 66.06175952093446 435.2912181336198 5622.097677811743 5298.334532920322 5447.475942308286 5417.0630341087 5336.881829713283 5432.538941597257 5539.590469061158 4793.959845508569 5387.419228926355 5468.582077293741 5376.236045490622 5409.215575311492 5643.845128810474 235.2756987778889 73.06583113929824 2828.940308759522 3391.8290145193882 74.5481031224842 358.3510314702074 4507.214336349181 75.29078202710805 66.43821170988352 4542.264051846841 2146.977650823957 1102.0890953340572 67.01195532417428 5586.126853942036 148.93144666008683 78.55250098888766 64.73100931130507 3767.0367385192694
