model,node,inference_time,power
mobilenetv1.tflite,10,134.284,816.6047909483216 2116.2293168685615 2177.911020917796 2095.9155212380774 2221.419503615162 1164.730542640794 825.078045075656 2010.6759117293002 1682.0783179984505 1247.2094747075207 355.93091663851857 1438.8031731442647 1466.8659846601283 742.8132206397269 84.78088188532836 1014.1277117672731 2108.711402780064 1895.5918066824847 1316.831927414194 492.99701323134724 1555.710019296926 658.6104436741742 976.0839750287939 1508.67063516417 83.37803147534319 409.78744483026315 1153.391188834113 963.610818774291 1739.1144105051942 1005.0341229644688 1607.4789607055354 1495.772200129342 506.4694508264601 1561.8246397043583 789.2476935611822 1334.4498615317636 753.5923503891784
mobilenetv1.tflite,11,124.389,2327.4034939901208 2175.0932256067695 2112.179996675985 2367.600139465282 1012.5307535010861 84.38554323393441 81.36978329976213 826.5632381988481 891.4222482977464 1497.651847905277 343.40699590653537 1679.1125054067602 725.1419546138347 570.8834865858774 2194.4067844016618 712.0322599354105 1525.8879966547809 1213.6012360584307 82.85061964122892 81.92571791942343 631.7386442566416 2854.6365268163354 1673.2349605955453 507.19543241359696 1758.7488646442544 1637.8979242299104 1777.5038421647741 2475.5311107141933 3127.5792012898414 1792.4039117043355 1549.896188072563 1846.4643764556156 781.5539129150834 1261.2610886582102
mobilenetv1.tflite,12,66.0319,2956.681500221987 1897.487777190155 1882.4695099632966 753.9139579206334 2966.354711503812 1700.1837135807175 1757.855736993639 748.7117775400558 1752.062668658973 1921.8959460314009 1675.4523712308178 1700.6454523680484 2012.1041922236138 1619.3461106897535 2256.3361363970243 2407.9415926813945 2031.4339560105088 1181.0135627706443 905.5975905124074
mobilenetv1.tflite,13,119.82,650.3889009036816 933.7663869303626 957.6820453669347 974.3973105329303 2181.3005296128895 1845.488446240074 709.3772819538729 1602.7059568420525 1854.8727309858539 1858.1560867295564 1058.966856061853 1753.0327083543953 2124.849591758413 2512.411669403993 2398.694911827794 2392.5268430963897 1043.0610787004034 85.96207692742118 83.19470888462546 862.3661774740567 1147.480231860293 2033.1077784151319 871.442846498721 1343.5553262106384 1867.3336906632685 618.4046085897864 785.1218660860588 1880.8434635378496 548.9983777510735 1834.9258918677522 710.6797300868 1550.2787470468556 757.1521840261793
mobilenetv1.tflite,14,161.168,2354.190759782344 731.6044130349727 1524.7794346790904 1189.5980119581122 82.71299717475048 289.5619585234925 1393.9654156919091 874.4134865677996 83.8840549695725 328.0422240991206 1370.3046184480527 852.2054379895616 854.6084240600053 2152.3863206587293 383.2965350157052 83.04882709427925 324.7349462397211 823.0433895734928 1890.1917531911336 808.0819642830801 545.3869955781067 1774.5674401481003 706.3511162607399 1214.5624570369953 817.9959897768409 911.5974373353529 1659.8133480929175 704.4245358858209 1885.3936319935601 1558.7342923910164 1085.9942115133917 792.1664474730338 2130.52913034004 812.4506824726502 914.3933364285026 1477.040285767126 1791.5244290676549 1744.2648021619052 834.7917838341298 1527.2747362392017 1707.9612729059877 1682.548789115134 1743.7428614152861 1575.8204465118326 988.0774859800663
mobilenetv1.tflite,15,68.3735,858.5874874487776 1745.4430851507202 2002.0722954252624 1986.8164331750622 839.3153556060673 1675.5063708841228 2060.6001290386516 1986.5336120352024 1928.9190681507541 1889.1085339530953 997.8314766598222 2036.0090375046714 2028.5813528153749 2407.311768920793 2189.1235662857766 2457.8574539951337 2614.4458165813853 888.2481440965698
mobilenetv1.tflite,16,107.847,1452.2940604698153 289.92369979305926 840.4926685624864 1286.963402328632 573.2802390071487 2248.0625103519346 446.73778855188533 568.1334164785884 1959.589878112036 979.5521641452431 1916.8940914798095 627.7202291528687 1009.2877590882007 2676.0069005150017 2360.079083097931 1510.6201431381737 2990.4869024721497 2090.517497124748 1265.412536058309 2111.1288530707193 2035.6612749850997 1098.2779662080543 2300.0104541009796 2050.9534743585755 2164.6975786275425 2200.573801050506 2424.7043828591345 719.6619842341262 918.617467099916 1295.1204361913574 327.7444609173535
mobilenetv1.tflite,17,77.9627,1993.9467206035113 919.638298639228 86.40833753252373 898.0855721977606 1717.640483828817 379.7544521433859 1934.791414142491 2093.57321609518 2661.4524089411575 2891.2936754714115 990.3528716108452 1349.5478303286695 2704.4821277929827 2151.3505178956684 2282.071505702959 2112.717362941458 2307.225308244602 1860.5347799033973 980.6351298078596 2284.0685317892007 476.60027585183775
mobilenetv1.tflite,18,44.6004,2286.4448166308034 2271.694959199061 2779.4541201227494 3025.6619867795575 2790.503301931311 823.4706480177405 2638.7964705540144 2777.996102099069 2652.382800365529 2843.0994984311797 2761.5221465514633 2861.733019711328 455.0607451494847 845.2518034987762
mobilenetv1.tflite,19,54.4539,1667.0503629634695 2691.109571156437 1820.4371889942986 2802.95042938045 2949.026664475334 726.5709479568759 2360.686486181455 2952.477765460015 3070.9352268600965 3024.691842975295 2916.6084854048154 843.4640519800374 1925.2439301538866 2880.773823043395 2911.5234260451075
mobilenetv1.tflite,20,61.2997,2453.3253177612573 2698.765091192898 3042.1842621009137 3136.512290895951 3123.7598240021644 2967.514275961975 3202.930586003839 860.0487629526865 622.4010814862463 2636.3256818242007 1111.5904919281795 3042.508063779171 795.3573762425647 2248.703064986404 2342.5159768675417 769.1834206469656
mobilenetv1.tflite,21,50.4536,3022.737935880697 2899.9714455070957 3220.578157682728 3558.8309622456754 917.3069609562818 912.7824027416307 3000.6220054314435 3149.7407751885357 3191.214082695421 3280.278715296572 3245.8446554492934 1156.7516093429401 3127.7366505574423 853.3241111534008
mobilenetv1.tflite,22,50.5113,986.2947464424776 2527.1903130443393 2921.512907685084 2684.6696549364433 2412.988616290648 3106.7484587929334 3266.781144330517 3309.841623883334 1939.214479735894 924.6230767046899 2782.7436935299083 3239.397023863596 3401.2079766068755 763.7049275928791
mobilenetv1.tflite,23,34.9859,3423.62883643107 3502.081322777743 3527.220299570546 3692.676651731256 3819.005427061089 4202.377256474951 4119.695709678378 3894.7257652323988 3650.1599638526354 337.14879679083384
mobilenetv1.tflite,24,105.719,2605.071079750593 358.03276745370647 1961.8775848237137 1001.9138891417076 1138.1065477965763 3305.4161998542527 923.7313106882832 85.125614194196 924.0701309179135 2305.416727897492 420.185704182014 2312.7167057638094 1992.4303142517044 4207.376656033423 3383.7479554157535 3562.049203661741 3135.5615165480267 484.97362830303615 1918.5195823378392 888.2048005701525 2564.2580133772044 948.5180224085339 86.65112860983254 754.6570691848356 3182.726038841429 764.9326820397647 2892.2407907739553 929.2222156406335 1605.8741059234633 357.8314008659992
mobilenetv1.tflite,25,39.4113,3571.8601930128807 3690.265716648154 3795.5439772792333 3778.8812424127377 3653.231656385856 3819.456560464269 3717.0182933334117 3745.294636838733 993.2834228020749 1412.5470049883477 2391.9860832509025 269.74890839697247
mobilenetv1.tflite,26,132.335,1696.9635752450206 2574.1704429355145 666.3066067873605 3206.9676562950804 2889.5859888129517 542.6597867399609 2593.198748206441 856.9383779391748 2895.8581529657426 959.2787480410858 85.77183388862237 84.41162977872078 607.9381925327791 3022.2802291690905 895.9845928803014 3255.343741102678 906.2355059314182 86.55230922165595 84.67711539389302 579.8217711601632 1263.4987614086692 3590.201936062578 1357.673410859339 374.00775745084434 2260.970452641079 457.9506527085303 254.58145614265254 84.99771140553243 101.64231245061382 670.7910642798521 3311.233021433707 890.7134580490499 3318.3189198781156 1491.4133728792983 1632.0373851650597 2500.4895703351253 905.8926448123046
mobilenetv1.tflite,27,38.2617,4148.420229700333 4643.353873843437 3581.58538830417 728.1961221421486 3032.8856292420523 4279.787991230924 4199.528584692917 4278.819029905235 816.1554875948027
mobilenetv1.tflite,28,61.1557,4127.356423063181 4300.568804149791 4365.85579466264 4433.2639165551545 712.6890560169605 3872.753807253238 2773.1311156368733 2597.2588411211914 110.32072731979 743.4251848728991 3339.7972792048367 870.063157320465 2774.377759410515 1037.7330356748853 1635.572503518139 1151.1141145536533
mobilenetv1.tflite,29,36.1888,4197.07749699169 4253.210702193249 774.4581162932985 3946.381150139837 4391.37335532125 4289.11950045182 4390.409079296599 4417.090835914112 4407.166052601116 4030.9127284934275 689.9249712179276
