model,node,inference_time,power
mobilenetv1.tflite,10,71.3992,765.6915536567956 1639.8263388061375 1504.4682969346045 740.5379362412033 1777.5025028297357 1748.3867455202371 1592.5824925124982 1640.5943925350437 1246.4136196096729 2204.6598096574967 1648.779550833064 1548.3540249873306 2084.53380613124 1845.5434923084895 1842.5373387116804 2127.461443978661 2044.431703052195 1533.425799767521 2278.907694626759 1725.7143341723693 1860.9008530239605 967.6034767714594 1751.4705891512701 1785.4457115166729 1842.2643209975943 1442.153131128113 1672.458500037556 1281.7374542367604 767.8980275314691 410.6498572141267
mobilenetv1.tflite,11,107.225,1315.3668212425296 1875.4743087251586 1572.3123180241635 2104.7614152016927 1238.1266751947408 1328.6447855373863 2373.2969251463305 2129.9760186870835 2342.89456288132 2459.6688231893545 871.733811809713 1055.3499877843103 807.5964797157421 1949.615127930865 887.2942541499716 84.06435458377567 98.01284951237056 831.7800420294197 2588.4820602202426 747.9753475448323 1865.012764609716 779.9389869616169 83.34914759518465 333.4994950215326 1701.5166347329314 858.9457910142771 2539.616233423882 1983.5159248394605 1792.8552897235797 665.6325305234391 2318.5092832007526 1934.8508963636327 1877.451506111373 803.2184385687094 1586.940322998201 1858.237533345795 1921.4667884497712 1256.1332603953936 1448.0599055747882 833.5031825090713 871.2714854571387 2208.880732475135 304.2011827828332 1550.1691028114044 918.6446060090491
mobilenetv1.tflite,12,116.712,463.3613713829823 1620.698920021165 525.0221107929015 791.1224883418482 1897.1912569061042 593.4723614696322 913.3180848020116 1211.5938738900563 1337.3761176878077 2265.74674881618 1678.8412578490254 741.5457300024943 1858.4150854089055 1958.5608221537086 2069.700167974002 1502.2024394883238 2140.540861931774 2268.3876354614945 1986.753455831279 1640.9829900884315 181.79345260793528 880.9091870765363 1832.459031526681 339.2607566121425 1470.8524537794833 814.6280549614681 1167.764578708617 1483.4079271659707 651.1279738013524 1904.544545102343 414.4859100064845 83.01971004359326 924.2022536215117 1488.5324462610677 388.4136254901054 2094.7435090855506 1989.5069166229894 1149.1612826458747 2014.5580233470755 1479.4256317960371 1526.4285214988088 907.6113585295866 1943.1023347319197 1871.0650824203065 2006.3907940340114 1815.691017672153 327.9890219723717
mobilenetv1.tflite,13,139.213,1700.6666879681982 895.4193039011305 2044.827840308546 728.8529585154176 1563.0197918512051 831.0631444633996 1437.1498787696767 1201.3473684697124 1337.2289004959528 1937.4746991539084 962.9959945413456 83.77226055863989 82.91818509947657 592.2381607054533 2240.1761370376644 2751.9452952044576 856.052921160326 2694.213214982831 2471.462449385 499.69538621339495 1994.2015748717868 798.6574456522663 2094.3330196874754 982.4592166984066 88.4723045716505 640.4242563229202 2159.5183815677483 1282.3241216486008 2146.9860123698495 2278.918413224199 2177.1886976507712 1252.2665950477779 1995.549422472186 525.3064308282973 1849.4080678040555 847.4341178417683 1693.3825118658658 958.7686392855679 844.7035217002808 1680.153048033115 416.87853628203686 1716.5219862834188 714.1463031987632 484.18908860033014 1576.9918030005908 924.3065615535729 83.43289080397945 83.5744097416368 1011.1927097859777 1411.8593581536322 340.6635362653465 928.4838178406885 1738.8349560962713 1967.302427949678 1957.1450704235467 2090.3144358524796 2057.407936581786 892.6569638090807
mobilenetv1.tflite,14,113.35,430.39679062041387 1718.3439659259727 722.092663505877 1209.0617115486486 858.6136099532805 1189.9617501350604 1284.570437911673 87.44025991352991 84.56964573930824 83.04075417225894 817.584330971581 1516.5120672276385 434.19069028218604 1608.719854203261 689.2723761766532 931.8257725323296 2049.2673137483066 1589.2307784137417 752.5849521198244 2308.0616539732614 1979.1897659063993 1868.1811357429212 1720.2664125522952 831.0051602716376 494.82823590040323 1946.6077761218899 777.8775166277806 1812.6702747536845 2180.4165670570674 1623.5696000735898 709.7456609284822 2021.1077706421688 1941.1658642627042 1816.3913676439365 451.42789822491557 1614.1996470814724 1399.3068739871806 2002.6434132813324 2003.8340919452185 1438.0569939332113 2504.1839843236125 2472.633248502033 2823.3448410879514 2553.077365605148 305.39014900578843
mobilenetv1.tflite,15,108.684,3194.58248280218 2181.909700771607 1841.4871125219295 693.5809966827842 2060.297414934047 671.5233111809922 1557.9449998624423 846.227250006038 603.6981171504837 1924.8123557918816 679.5957841541638 1260.3361352405957 763.1844513167879 1073.8959349582453 2237.2929808367107 1800.7935876727747 822.3619168938559 2373.822532301132 1771.8908666938082 2588.1105592345148 1924.5181603070919 804.2883135724065 637.954502304217 2136.1880301966767 685.8689930827663 1802.3709644237179 1059.6087522075795 84.25651505370797 83.92083722964163 892.1138948531456 1584.540929053494 395.40698510246455 1461.5369001554611 1831.4022369953439 852.0087723879209 1496.347652236908 2150.156862889638 886.624164952186 2472.356116666695 2490.9202628684657 2612.8816846563623 2923.6327783950746 3220.654873154809 1465.2243072121184 337.12605935687776
mobilenetv1.tflite,16,71.0428,916.4711865887692 84.09970432168103 82.25771913567169 81.1484410321388 557.1973119752982 2011.7433595269117 903.0439342717839 2476.4172833979706 820.1802813649584 1757.0077868055505 2540.685084075566 2270.4827565830333 2394.6269700164485 1061.467714726685 2402.5363876164965 2529.673821385128 2432.9618043815685 2259.1032177617044 2371.562454065771 1200.6613706649118 2526.4691125655477 2461.8168320766995 2523.3550522315354 2671.0227914791963 2171.96469722961 2193.8399408661794 2676.993145462918 2724.5266767811354 353.5578812451935
mobilenetv1.tflite,17,104.799,562.0297218585345 2124.96029822888 563.8809459464928 816.8034416698972 2592.6876308832993 854.5782790248342 2278.989383237741 2581.556799235144 2454.236228326046 815.8439587741175 2816.7193521151507 2727.3710429818757 2385.158525558814 227.90742007282614 577.188485093169 2501.371543361936 690.5887738089399 1883.3397822494842 1812.6234880878142 2583.445185899339 2826.035674440315 2852.5650833983213 1033.7672021548824 2896.3532774191785 2359.0710806229827 2306.543026042352 1937.4596115070901 455.198499312583 2341.874384432151 764.2267485785561 1899.7542554244906 1021.5924656417142 86.60015172579622 811.8048398258827 1746.3160962251695 332.88576463754094 1423.2177554201446 785.4742520824525 1697.2598735465276 2520.8017728513482 2005.9201767257325 1059.947197994969 541.7230621423066
mobilenetv1.tflite,18,74.6708,791.8835149418013 83.01841011943668 83.10701160185408 148.28651991209938 892.0837677991261 1042.687880665028 913.3333705316364 1995.0228437604248 521.3931890233597 961.1330580218768 2283.735677884967 1081.544617207393 1871.222035479966 2733.280986737903 2533.9324002995086 3099.287503403033 1918.9896680876564 2097.6471013146765 2877.7869978091153 2814.305706770848 2753.0130705023116 2873.7923485081715 743.2653084364867 2282.2423790606626 2764.0646124207465 2839.9699822605985 2852.3551929564833 2737.935673967539 2881.1459205887136 1557.3899894942376 570.2685566514356
mobilenetv1.tflite,19,66.2522,1215.4453322605611 3093.0202752499404 1956.6604631358714 2871.723840401734 3035.004888553703 844.1289109801833 2363.5661057881134 2991.3644268281846 2982.1316379985883 2879.466080487995 2936.4325366162525 766.3259378777183 837.077159979285 1843.534725800512 301.5801204894583 909.8458190446198 2851.6553673648 2838.9133315895924 2806.724168010809 2837.4952272923847 3072.295394145135 1483.2524699618095 1406.912720321051 2916.9009571575616 2708.5444646092587 722.0199334398174
mobilenetv1.tflite,20,100.25,3346.1433026595814 3187.0505872392228 2985.4388565362656 827.170682059231 861.5032674661938 2120.1725123370175 810.9557616385613 2407.7002416476234 526.7762281472122 2063.7728227550206 677.1147798662909 974.2659956084907 1821.5580032062965 754.1300680699121 2525.2406793694163 785.7653839600554 1980.6872667649893 2513.895447080552 2174.3512473624332 2886.764988727598 3061.150198957023 817.5416083892153 86.92950688236577 143.64365426670366 833.6444999205761 2709.533113003265 2654.3597571909536 2668.2741252646924 271.8833257200174 544.9776570928158 2284.076956260885 859.5205597985146 2371.3310994560493 904.2773021673793 1139.347170070753 3001.9815269093215 1055.568218473577 2853.0782152611864 2812.096717032462 1570.6818767763796 1713.2342345663292
mobilenetv1.tflite,21,48.7184,2037.2560267806518 3110.7585503654564 2962.1171283471845 3158.4493090012106 3193.558430203329 3363.226224396426 3252.4405959784494 974.565693525316 1037.636877424351 3221.9931750107357 3240.315016667381 3141.2326190930758 3317.2493003739346 3267.3465845866717 2854.8504968661746 795.0240087287538 2727.7781784108784 3066.862397288043 647.5663931810121
mobilenetv1.tflite,22,68.6867,3776.2096452816413 3657.3575809271842 3566.9703422979132 1166.8848014999053 89.75961209538013 854.2128826424995 3093.1513000372647 535.7540468341574 2393.4216367988247 855.5382701020825 2588.018780268227 1071.7221842399713 3395.9131276274056 3687.957909338158 939.2620787233184 3124.9455004209003 3160.0135272945668 3232.2762704001198 3341.200337682799 3367.948225735861 3354.8165768674853 3294.7476178147863 3300.182156641294 712.4061772288899 2366.9767886145787 866.1603936426568 2424.558840682917 1303.2750881740344
mobilenetv1.tflite,23,102.309,501.6064683481752 1361.397534948335 1527.4209186866315 3239.4484096715814 3608.7423255150225 964.1667422158126 357.34379199035794 2678.316463130614 3229.9326985060484 3078.466047880438 598.441494065203 1132.6278392462655 1124.6259147247224 87.32921688387204 262.2961590731749 1279.4118605082308 839.5599772667726 1039.9072171005732 2846.178064707127 690.7248934965153 3033.958733516462 2852.7378562253098 463.6287106542797 1824.9642197682658 1511.4038678857926 89.64783984289924 85.04668475785653 954.0469786572369 2076.376779797016 895.6373301081773 3446.2834694578514 850.3480305323742 2559.2579370417984 3620.688788805066 770.266422173764 2383.5167657576576 3484.9435190258823 3579.574727577755 876.3308746410996 2168.9486401213208 3568.3387197540824 521.2959524861689
mobilenetv1.tflite,24,80.8131,3515.103577506517 3306.966394290085 2831.2298818732243 112.28649862568328 1089.4686014118754 1915.0799589381488 727.468025818478 2895.4726927214506 565.4415676149091 2510.510900167716 960.8954389731003 1649.6431698466317 1990.6770840891654 388.0804266806407 2244.055107141595 3029.697292565304 3555.2214131705537 3455.1768785333998 3269.7075000116542 1140.9948511595537 1401.0787665596188 3471.1725014003855 3351.680335924853 924.9288851311337 788.5657808868416 3133.254205707332 3597.417103398586 895.1853709379269 2997.6482684641414 3503.1135719468048 868.1723798917088 2495.2923668921985 403.2728688597541 323.139622654232
mobilenetv1.tflite,25,44.2353,3139.729657720057 869.7942582053363 3815.249383423424 1013.8541516443624 2719.3595740499586 3740.3825453442637 3740.010680190917 886.6819660017077 3170.4145442978715 3627.6295529946824 3712.894925987131 3732.6964359548056 3790.1577438727263 2296.377188167021 3676.090564794059 3819.3629241721655 3871.788531003327 3745.8058384304422 1242.7540531257948 1400.8138720020768
mobilenetv1.tflite,26,73.9553,3610.592244961214 1914.7576859720757 2741.684098449657 514.8786312910665 2411.2382730203185 807.2891705679548 753.0695657180592 3321.391465403245 3675.776257423065 1179.9360018906561 3820.363376200698 4377.534254484886 2965.8470145977153 461.53853180109155 2415.695779312571 723.1612647685702 1103.9461531575603 2858.387060139414 1398.8605102030758 3629.3946148420696 1016.5350778938671 1109.3577655556696 2441.2462069860458 3629.1123459675296 797.7806070188667 2987.9192359546173 3774.219891123502 3567.6261958160258 997.3243422946458 3647.624458892714 1132.8845895200493 368.36589648880175
mobilenetv1.tflite,27,45.5965,4456.709600544344 4615.249893129157 4262.369310067445 1168.0677738221498 4091.2417393562137 910.5711789164611 2423.7800132720295 4117.483238489845 4269.666442419752 732.8956229692851 2751.2623372623575 4115.428013125885 4219.127212180253 4193.625730007606 4237.725224455141 735.6925640651702 1139.138607360924 1571.1692456417682
mobilenetv1.tflite,28,74.6228,651.1725489270059 2250.2121550808924 659.6367996461997 86.32893666979588 84.90716134743474 538.0326744510448 2173.6012846916083 492.55714022948405 873.0445041552157 3792.6037132367605 4171.094576690087 899.6618864540018 1825.6198451208106 4102.293888601387 4165.852958248057 909.931986606851 2550.615737149858 4383.654120753947 4192.686714069161 4453.907996344635 4092.1021093735158 1435.9392643306187 93.70209221789463 481.1772004899357 2540.3009757860495 887.664039676321 2140.563831254696 3981.61094587221 3448.2190033705065 1235.5153148181976 747.3064049322375
mobilenetv1.tflite,29,40.034,1039.4300883047795 4111.963469339269 4472.041959994836 4156.294784353928 3889.053863764292 4282.9995868493115 4343.896541376422 718.78515166714 1089.3959464005989 4225.703436908186 4287.227257135169 4322.10478284742 4346.121791719963 4350.1354393452675 2324.539601600769 325.7496635460311
