model,node,inference_time,power
mobilenetv1.tflite,0,844800,315000000,7.09808,5258.601286705359 5182.427195857379 5116.307742136375 5221.899099619006 5134.306757399435 5273.254857200631 5390.764190553921 5184.598626086124 5386.972930424198 5575.359014307848 5251.497357221847 5814.408495568157 5372.833566583366 5191.045391290935 5261.721211294456 5242.617980046448 5283.226589717462 5405.563396675151 5227.306973924013 3562.875878289035
mobilenetv1.tflite,1,844800,315000000,9.68349,4684.984750797533 4741.3553424639185 4653.3336143923625 4767.803159516916 4958.90189484779 4917.654664195222 5006.585053432808 4905.057280992174 4939.956143817289 4853.427465506918 5059.74344661476 4879.940945984705 4922.9660575166645 4947.779458319606 4952.302180753507 5018.993255189557 4912.5976537096385 4971.856887884695 4971.31552229298 5024.412800802594 4947.713945596513 4929.056942150313 5850.9416957763 5010.934465672197 4995.78809513067 4954.936165460916 2607.9320984412934
mobilenetv1.tflite,2,844800,315000000,11.6315,4701.564045304798 4378.241243459694 4390.7673351920785 4522.323340347622 4204.348700143984 4445.890628062349 4460.814246392469 4331.623435336251 4595.546418694573 4586.812368096168 4598.657273639292 4437.303203713955 4453.993830294112 4376.770632569069 4587.9713704494925 4457.002445581189 4299.9147622048185 4457.995729024346 4382.296744255045 4418.749378178042 4473.0368964171275 4578.329682763785 4698.700922383687 4502.750431036438 4929.126382111001 5746.723914132885 4580.950878165983 4559.737209685741 4671.801241340961 4474.893905714677 4476.272666867576 4756.471818602862
mobilenetv1.tflite,3,844800,315000000,12.7472,4520.601624036373 4181.036847433893 4273.228286853555 4335.271935395308 4360.616987796872 4490.630146251833 4239.276743542482 4838.134218756725 4511.23966746563 4387.472841183423 5301.136680234449 4751.160287405283 4492.725512765515 4511.675069725136 4746.294409188795 4716.429939701455 4692.981978957014 4920.4638733725305 4443.598497330206 4429.353844705966 4889.195989068195 4455.1157144740455 4502.514801807498 4551.593681196344 4809.552533303238 4827.978519572697 4801.494973749908 4444.410301468161 4472.906987465266 4631.955784674708 4940.661503342494 4557.854364222839 4544.510643100643 4637.8213655217605 4174.941183142175
mobilenetv1.tflite,4,844800,315000000,11.9562,4737.365737964937 4602.7174760035805 4278.90539554068 4562.745615937503 4720.743962994061 4840.747355568428 4615.598971578827 5017.892892094923 4882.155632103359 4620.89311750858 4743.283066759775 4604.479604950798 4745.892313218929 4778.779220488816 5446.101697139148 4856.203713790127 4745.2594074495355 4589.082179311979 4705.204871232621 4879.964007398785 4952.00471365804 4812.58999805562 4805.915199346444 4739.061852709372 4907.142352395129 4809.420757741501 4752.896141819838 4877.395102155989 4937.227029565059 4873.501569323992 4895.734522819424 4776.297755741227 4255.5009971205245
mobilenetv1.tflite,5,844800,315000000,12.599,4725.301805496195 4813.732443169478 4480.913929155752 4556.487567456126 4257.681648305889 4574.125728298063 4909.691946171412 4846.972513471136 4899.274907454954 5116.135401767702 4934.4183150092185 5058.719453836508 4853.031375666306 5109.908924342209 5276.991574342179 5235.823274942507 5014.899884164628 4978.860977304684 4290.968733392145 5089.40165184012 4575.428700030501 4870.409857898721 5502.024681672845 4680.173384672277 5306.118121310618 5020.917293586142 4600.595108508095 4764.963216476613 4990.10586841134 4899.682174205191 5075.989787570335 5137.303042234753 4635.328805337754 4825.494512892868 2961.670131454378
mobilenetv1.tflite,6,844800,315000000,12.8414,4625.034417355243 4792.843529965954 4602.091794627279 4462.183188820489 4787.361610142834 4688.759825979682 4755.885301389715 4911.972873642868 5003.3293938288025 4932.681532865447 5164.675699340821 4876.834307930888 5015.0745206710235 5200.4813806559405 4582.214527076624 4795.592389778414 4946.575456225664 4970.254344803062 4691.22638244577 5057.1416774472655 4981.560083544809 4895.434757714195 4879.404508592946 4942.966356229177 4805.392177842929 4776.715886925637 4959.411472878502 4994.051564430485 4881.440418401273 4763.878158904626 5117.000978080359 5020.124387302629 4837.13234161599 4742.981309134766 5092.804322969177 3871.4742563244376
mobilenetv1.tflite,7,844800,315000000,13.957,4718.508434743486 4692.088162964591 4872.163413537293 4931.137179011196 4794.393664278132 4774.595139788526 4736.762987897554 4742.5227899347265 4850.04667613204 4831.362597956371 4899.4679463960265 4857.989823948437 4698.4178007134215 4792.764330983367 4832.027449600715 4882.796676745723 5022.887549854805 4845.463676105975 4798.264607829426 4780.745721441482 4847.3265883172035 4868.196063250898 4815.174823776866 4776.476739998233 4799.20936412312 4817.598031690617 4946.070609751379 5015.663697905757 4751.11950250418 4844.671169716455 4966.095563655869 4863.6938143647585 4897.161702336295 4779.780695811442 4791.575972707517 4776.524556912693 4895.694646801084 4890.693039599298 1312.9337261677226
mobilenetv1.tflite,8,844800,315000000,13.9484,4838.02941097348 4764.319278862094 4869.102325475227 4742.954171003158 4815.600626318775 4903.198444919057 4768.79613535462 4854.45704334038 4851.560588036493 4948.533224933667 4890.852234616319 4834.54133251527 4910.605664864115 4744.527352878103 4937.892109592957 4953.626984926606 4955.8059932886445 4955.981068652553 4837.410293092443 4853.0770930708995 4893.527560882525 4910.690469374216 4892.350720768829 4944.852575928019 4881.965679118792 4841.86370087872 4937.267258195407 4947.429986037318 4892.694461853769 4883.1928626073595 4799.6839243708955 4940.880059169332 4798.317034358383 4852.934547756456 4821.074836494808 4913.466963138213 4968.583251441525 5073.806831701871 4218.356857554875
mobilenetv1.tflite,9,844800,315000000,15.7292,4679.842755816226 4464.65872055866 4488.506691550872 4393.256070390829 4533.974338048786 4532.331257213816 4608.520585377726 4651.148971448384 4775.309164438098 4687.830700931448 4648.2543556493865 4632.473842222862 4604.259471241327 4649.482924735877 4697.459473907886 4579.430539410944 4663.835584827858 4622.834940431726 4621.920196516499 4605.95743388869 4710.142107803577 4640.591645924416 4539.417811992316 4658.480423990118 4730.31665074108 4590.436570319788 4620.182836164954 4631.687938217311 4656.278671599883 5307.141807240681 4716.745079739342 4658.900080841741 4569.970648697634 4619.771538458009 4702.0323081206 4724.251838612869 4591.90864162397 4656.713133064492 4635.6989233780505 4615.339773064036 4632.923098802688 4678.418034689114 4660.184792129321 3561.123520926647
