model,node,cpu_freq,gpu_freq,inference_time,power
mobilenetv1.tflite,10,2419200,840000000,14.5854,5425.676807845197 5689.4709215861785 5979.127782298507 5514.855536854088 5753.1233910322935 5529.35740172202 5612.007462149573 5476.666631694869 5586.593409683418 5489.1595741787005 5621.348380287463 5629.640514478481 5559.877421363012 5523.754637552254 5501.789741062641 5588.639083396465 5469.032956764189 5487.080321714148 5445.170042252125 5460.624737430796 5455.760587561078 5630.71000693795 5742.899359776793 5329.83536627715 5515.102119120479 5463.686665372514 5378.31306237532 5433.780538003221 5682.472332268905 5663.575688866932 5945.987297851508 5700.881882073719 5847.860731189956 5684.960487291225 5680.3778354146425 5664.921356780751 5644.27718898878 5544.952077848241 5504.785244255458 5553.015945739244 1368.6911144200292
mobilenetv1.tflite,11,2419200,840000000,16.2404,5202.411280084633 5343.126455033889 5378.314843195054 5486.959771812782 5750.414387327893 5325.571825929012 5432.079583544899 5312.510885344263 5379.325383420725 5384.727326494247 5505.29354881311 5349.2754040591335 5429.621737098948 5446.9057636150455 5382.365472376214 5366.091588327558 5398.031399690545 5450.485920201177 5351.923635574543 5363.668160620286 5664.718666207554 5338.038751628225 5247.1801662989865 5272.964452109636 5381.734619628183 5476.362261124159 5630.910043880365 5441.980242935591 5385.091178950076 5493.710040422884 5429.690478177581 5486.453538382631 5401.931059592315 5467.495302024857 5364.9412288496505 5477.3511400335 5503.869553427145 5541.058716738263 5487.738249924837 5393.248710177072 5417.02351610974 5507.467440321326 5331.42050307631 5358.060863136045 3922.13057422912
mobilenetv1.tflite,12,2419200,840000000,16.605,5129.048984613906 5220.75730964437 5237.5431573731985 5343.063594346209 5431.088188981417 5990.787808270115 5297.2972438605875 5323.101801255478 5279.062278100252 5369.7747454723185 5288.009041025334 5355.159893454336 5435.175666838313 5341.921951700933 5424.2529902734195 5342.705841052654 5380.1324351589565 5329.156131925503 5223.475879185995 5135.954789882814 5231.212947474224 5395.7333753288785 5264.35418509619 5585.822821895302 5331.644519680984 5342.932107730817 5226.47730711158 5286.122961980179 5512.414807786836 5261.528953135368 5309.276664308332 5327.148794925157 5360.41192902146 5382.922707352311 5434.462990249416 5416.8053898351545 5373.935939296458 5282.84391780328 5309.96873979766 5414.879686802595 5188.466467596582 5214.998309171484 5344.365233869515 5424.264627609628 5403.025774542581 5252.1085331772265
mobilenetv1.tflite,13,2419200,840000000,17.7544,5110.150151010733 5111.907280235861 5305.400177260855 5354.643934309267 5242.775519343721 5141.646257163043 5191.26215002261 5187.457809361874 5821.111941663402 5150.5820515159 5358.8341048647235 5321.638042688329 5307.084420077739 5351.399119814189 5193.045361304236 5277.7259988623955 5252.432963500408 5409.2155566129395 5340.079390335398 5421.656940770356 5873.983703163403 5263.425295038514 5359.148406531921 5288.679670751979 5515.755370501763 5303.217436277979 5384.173206702583 5479.998975818091 5503.756649715241 5259.6789179327225 5367.118002467155 5356.75175260977 5705.139414533049 5447.897037696055 5439.246842057305 5465.922352284992 5414.376972355095 5428.187014869728 5428.638352297695 5320.871056360296 5399.609899363239 5355.106931290134 5394.960571227278 5347.241649931243 5333.244170562101 5312.433154812408 5370.900768936644 5348.921846074217 5372.493364886488
mobilenetv1.tflite,14,2419200,840000000,20.3617,4554.948332135967 4522.7534784442105 4574.273787400358 4509.043996385146 4524.562107079995 4353.814464023862 4569.127121897837 4551.126520524955 4656.318979823551 4342.556429364331 4383.225558072728 4501.775771464476 4422.140383046747 4604.764805558792 5894.454591331303 5802.220641786432 4529.872143407375 4455.273257964516 4539.599500755742 4937.807956544129 4515.219724189256 4449.014674680708 4512.9612776217855 4581.520122506127 4576.507296331384 4477.421736693122 4633.209381361339 4522.664473017691 4531.652193758942 4515.985933462107 4665.434996308709 4583.324390045961 4627.623693033302 4612.9021078482965 4518.251310223331 4743.822391875397 4527.023227285148 4460.720858735213 4548.147188039843 4536.697715368439 4782.069275314791 4624.685632053762 4728.941187108957 4555.8580773068115 4590.14894619719 4523.644131555745 4570.701812677437 4554.881803995384 4586.461263981502 4569.991131292813 4579.583720529694 4653.282338324027 4648.51461128878 4527.450020867997 4576.766725410619 4581.989258341238
mobilenetv1.tflite,15,2419200,840000000,21.3557,7257.20296052225 6680.151851704033 5388.523215146394 4967.713439264483 4999.526567673968 4975.528668908691 4956.8010543230785 4984.094877643236 5149.929523034283 4464.192682070861 4504.534710083017 4532.737325989694 4517.724754050762 4548.014684766006 4547.088280704458 4521.066487680743 4443.739337889708 4533.647122290365 4501.4060029183 4621.963166217984 4495.752544790292 4498.361788064318 4534.9364682794985 4435.546923166607 4498.79799574335 4522.911271729168 4508.261028287622 4655.697130480046 4527.720946483002 4506.302736702956 4613.572903391892 4739.553632329255 5252.318710115979 4531.363122237614 4571.097633023421 4532.88515178259 4531.844003011529 4448.589409254867 4491.10965443899 4518.712044177475 4460.0850020473035 4595.28799093905 4524.233212763403 4465.466916448457 4498.108823741772 4516.160360654875 4484.90317800755 4423.8753372892525 4659.107691351216 4325.066514567306 4339.178631331771 4334.856272056439 4367.582535701055 4467.841063156134 4381.369580447049 4417.349992295671 4525.09671871068 4308.778365720528 3114.9837122902577
mobilenetv1.tflite,16,2419200,840000000,21.575,4657.635855304728 4377.435203143698 4477.656955433776 4542.373420694446 4502.628479043555 4495.679625421404 4570.681568532971 4484.780179261375 4452.748591992128 4485.839442920617 4533.373457466606 4461.895857219626 4458.018695796503 4483.932165986201 5055.393251329474 4924.107537856188 5142.520211090696 4673.985997059878 4504.464254854331 4542.241914653312 4518.1313759538325 4390.404096917355 4471.957660412304 4535.044713114367 4390.148396608514 4612.238738977289 4538.79581781969 4565.10192581607 4506.298782436686 4382.976334493843 4443.7280786621395 4472.246786643668 4526.234097358507 4453.934432085678 4539.708392754803 4583.266749677741 4523.007816377109 4480.20757603159 4550.9444932444685 4543.952921647837 4546.434340595285 4533.423998046793 4590.348441236832 4505.34840987119 4463.951025302053 4380.572595239467 4488.644172247017 4935.272666897183 4528.31002605489 4495.580814364714 4602.9669957003425 4527.714856380174 4558.173525730564 4525.909796813732 4576.783397067197 4534.754023197345 4525.751043067414 4504.099299473533 4724.164253220542
mobilenetv1.tflite,17,2419200,840000000,23.1002,4313.714810251506 4411.663317290754 4395.257200711076 4447.79912268627 4471.175465378974 4496.489249961291 4460.2484781428675 4428.3526885834135 4275.476045623153 4274.609433796865 4472.141743441543 4380.356936688264 4309.454202751115 4348.363283325589 4365.287565523928 4320.786762337753 4327.872221734531 4383.431791417379 4413.746126853245 4373.797485074827 4434.4338035972005 4410.165750785749 4402.459762737422 4454.586783329213 4440.881679915024 4458.023059109671 4369.22099717683 4320.25983818942 4356.581199131744 4468.531551599822 4479.749844725858 4570.889875881515 4661.5206733407385 4511.923961375629 4552.053527357026 4376.557277556486 4486.085438896479 4587.158778522395 4621.778834161293 4479.498948242271 4531.436426632652 4471.606466123014 4530.920212035468 4483.617975462296 4370.067712185138 4637.6025176082485 4623.032407752321 4434.134098285913 4556.673378701124 4295.9235800338165 4369.289931967402 4337.792571814837 4533.8266474986485 4302.954789286748 4449.318320305792 4297.543774429571 4420.765943488961 4410.184247984616 4361.202745016771 4437.005328224169 4330.9201025693155 4338.418954676641 4403.254298914578 1493.635322254122
mobilenetv1.tflite,18,2419200,840000000,23.6068,4233.60776127482 4235.819170769269 4762.644832153997 4215.489229608091 4218.2658213108 4349.228931000274 4252.398375184995 4223.393982278541 4245.155766686999 4324.718359400966 4300.364301161155 4446.513323214297 4450.551659931009 4332.68661733363 4444.162441152985 4318.922578941558 4284.759820020361 4323.339961745544 4348.6674724218165 4278.086025894061 5734.5921690820105 4404.758665014144 4360.765597934636 4409.260789888285 4447.600625399683 4438.773647377788 4357.515477967961 4358.963215849417 4730.223435586891 4258.83637382635 4320.225188897463 4403.746375528383 4366.584297489764 4407.24125552802 4346.48237123162 4317.606589279941 4264.18479487366 4410.719607777277 4459.403897511237 4430.295830223962 4302.619091987479 4614.474732635416 4545.614833536133 4373.68326912516 4379.049638901612 4414.4967381035285 4454.566736992577 4453.575193453552 4371.475774924335 4458.651926584254 4383.738481136255 4414.625661373984 4333.9227076259485 4276.786376710003 4267.554800107344 4395.423551774689 4358.08435406017 4346.447753493242 4450.885264992518 4409.698405148301 4334.077589864472 4269.831200547858 4343.227727279179 4471.730706264678 4448.122120512616 1259.5347599440497
mobilenetv1.tflite,19,2419200,840000000,26.2648,4312.157033815567 4363.199482995279 4345.114965544038 4374.864153769627 4343.360944707306 4369.423061179494 4389.822607545923 5639.08148106058 6532.373052951834 6397.824973748139 5337.9583997159825 4494.506830120604 4461.721895950313 4670.761647782492 4360.281287529558 4359.8800174262005 4329.47677109444 4294.368512203407 4321.3488827579395 4286.116562402149 4324.519958007361 4387.445327326321 4290.778764957925 4337.927601593168 4342.748626330786 4491.31144365896 4342.696895322477 4302.4721273116475 4324.161519951235 4362.280357861008 4289.459745854088 4336.880237731913 4443.247653002942 4288.117089256247 4436.758070775469 4423.092791726814 4397.392592499414 4389.229167870245 4247.933228928436 4181.164514229844 4153.67208985073 4266.1027826357085 4135.029281488526 4243.665859152128 4219.129853980274 4206.163895941323 4320.252852664722 4268.937844569051 4290.413805471744 4334.978788587686 4472.070898331574 4334.383173456456 4271.925550348548 4330.268240143857 4399.614531930289 4244.62172467447 4364.679503888972 4296.921968273016 4375.7150267726465 4340.910208556994 4365.956682840866 4292.143000102541 4390.68741535349 4319.41342891338 4324.404006027882 4315.04223213765 4310.876319577619 4312.4487143550905 4272.095654797576 4531.265219113982 4361.21464649865 4531.24554049181 3193.3486055829685
mobilenetv1.tflite,20,2419200,840000000,25.613,4275.219345974992 4353.595119446547 4324.3901771003875 4461.455453913259 4277.8613289946 4229.494384530316 4472.394359496664 4383.334788073511 4299.495991036042 4283.984907358296 4407.109955006705 4454.708246556505 4375.587608053171 4754.566528171503 4839.629978520548 4757.391254233727 4606.647608979073 4596.832487783768 4454.219278932839 4494.8427335519855 4949.699429989485 4436.41359161158 4370.743539326459 4449.2318433786795 4388.114710164978 4872.046192854151 4437.974265111676 4406.987282702156 4454.350939997624 4406.647643242696 4397.505742906199 4430.173229232689 4416.324683401562 4436.956699707505 4441.67781271286 4396.954629184857 4549.608600971984 4407.611833544699 4269.754136345101 4293.7740863410545 4440.06747566478 4426.352926615542 4321.852247590574 4417.758061511738 4406.018272510575 4327.355471549713 4239.561399317473 4359.455634999325 4757.449017779284 4296.912274998014 4568.490846594607 4380.718725951687 4427.766983108509 4446.525381607159 4398.164420522088 4534.252956346424 4318.2998177165155 4301.697741067339 4349.225632649231 4384.133048630113 4323.405872953727 4522.674444746084 4394.90609164713 4501.549524378814 4424.194371421623 4390.730994865451 4383.8704981959645 4382.225448722513 4422.942679463587 4510.399919883826 3149.5095308954005
mobilenetv1.tflite,21,2419200,840000000,28.4377,4305.817599613181 4422.873186549444 4388.601136727908 4094.704525164995 4454.056115090533 4411.039821269637 4362.7487964354 4501.549441837988 4456.074846652072 4392.97733411774 4415.000944482687 8251.793986425882 6421.224011000998 6074.512615243278 4407.169723093321 4378.095344171862 4395.664076541172 4339.0337723086295 4379.777359129729 4300.391092750945 4305.364946696107 4388.67538975079 4361.983645335914 4357.134340475414 4343.82932186193 4322.1319584779685 4300.062333286809 4315.867697621956 4327.498882748351 4397.168418421713 4362.315143459338 4352.646783232527 4350.934671616282 4319.023915064271 4293.461948967668 4146.891388192992 4326.01008191952 4209.2235281046605 4203.806430664363 4644.381966230136 4239.364666369934 4196.8335869754 4248.499840170914 4375.348360988121 4319.8599821902735 4242.2635881608585 4180.631780626184 4254.64360321427 4209.815013254254 4169.741643668234 4475.163936651731 4409.22607315941 4361.391554471302 4329.754530388934 4404.944374303726 4283.491550370396 4166.841028643351 4237.817141659409 4348.157130547948 4423.88163482831 4321.484364312638 4341.088961852385 4331.276298741345 4339.557698135086 4314.413081132718 4349.970387016288 4363.701273846074 4307.894972985879 4320.660568502841 4305.6867708732725 4465.589838986676 4290.91847809529 4203.0239436119555 4291.4970545458855 4205.951960788125 4285.062290336931 4280.09633045384 4326.778068699798 3169.911475067945
mobilenetv1.tflite,22,2419200,840000000,27.8018,4261.398528299063 4328.302382004054 4384.273420997699 4397.1076646288375 4360.085995063758 4347.0135456617445 4382.706484806256 4323.619763015522 4357.612656357421 4345.222311546276 4377.358039867988 4446.612948079965 4391.260780065286 4380.083742631463 4410.146549477723 4393.790895846485 4363.44884932996 4438.913709692745 4357.878417301738 4302.467424415535 4354.605208223043 4400.305387967033 4405.164037533524 4417.3234261468 4307.667612470689 4315.546596524078 4360.233613983899 4227.7066590094455 4299.489845987773 4285.806438001267 4223.087664648105 4381.53859877966 4452.454370506514 4440.037930289461 4334.627629693496 4407.469754081171 4424.788532087054 4350.504029946988 4450.05143713462 4447.791000749593 4394.65901042224 4319.338643484142 4301.099726514575 4300.584784448304 4370.59598268171 4345.115587932281 4303.184811591697 4564.521773578102 4279.319747873875 4387.540523470566 4314.757501095384 4359.167066172515 4304.35738985045 4414.801640911207 4420.295280877672 4319.846009789411 4392.71326949128 4404.444193310567 4597.486668925336 4411.225600573033 4427.166101451503 4579.93368757027 4403.116054656141 4443.276759458045 4497.943930377821 4448.166387948335 4421.275534278094 4426.610546528302 4382.313047528892 4595.771423419371 4402.290374751383 4366.713240770351 4476.207305907554 4399.10020918671 4449.383308760256 4417.579513060329 4362.485134203918
mobilenetv1.tflite,23,2419200,840000000,30.9081,4131.78954240652 4037.1913910052867 4026.0366348993302 4174.370376100158 4051.9279206920432 3981.3180558329964 4061.5270409197087 3879.393352248046 4002.3664940832596 4023.7216909869 4030.1653022966116 3987.761458802231 4057.7315833493394 3974.788042679136 4143.549147915225 3992.585154214826 4021.1174654822985 4055.043728980973 3997.136886448061 4054.612249185178 3944.60439380933 4040.6470007625576 4017.353193665803 4019.556772072917 3999.332782838743 4158.608734068983 4011.5021474448163 3963.3248709591217 3957.870377493397 3950.642015476104 4100.278952589392 4054.3465396726074 3972.3575448143765 4003.6815730548674 3913.4305368264872 4108.684351250993 4266.239021434423 3984.864786564853 4094.370470269633 3987.6784216336805 4347.330662135211 4085.144605762526 4214.275615962312 4069.3735401630797 3998.7560264564477 3963.0436103041407 4067.774205524319 4286.1174621468635 4051.8366345525733 3951.1978555867945 3999.260706274677 4084.889085957215 4033.4493865135987 4141.755070060452 4109.850477911269 4038.0844353831153 4200.9447580091455 4142.045941399021 4236.056070254047 4055.3740572637016 4083.6402868177966 4165.034901358247 4187.579981272623 4151.35760650303 4144.765029434896 4090.768430362948 4066.1574140697135 4091.213896858419 4132.81311863637 4185.379036689922 4061.6993294355407 3983.1655280167665 4075.1835864837876 4092.898219059655 4154.166521857372 4176.930124553422 4139.547799898365 4165.344110446599 4106.952947870665 4152.098248155593 4151.034214437531 4076.409627354623 4323.397235997954 4153.235278009938 4092.1752232526255
mobilenetv1.tflite,24,2419200,840000000,31.5215,3959.952215360621 4601.229800931047 4284.575299794607 4066.7333952926533 4158.689907994412 4118.0031117754 4177.044809029833 4105.982594400478 4034.9965417539283 4156.7789846574415 3901.088682050319 3997.881499015844 4086.325026151978 4087.2624776422704 4014.211248130664 4064.525204320443 4074.7360041445495 3971.6610105688083 4090.2400881331305 4048.0140952459237 3980.1807748277756 3948.194572111827 4089.9743225348893 4000.63125040441 4039.8944272400254 3976.9415999173516 4486.016959332139 4123.3994583676085 4171.014026048437 4062.896462291104 4089.8841784152305 4168.518167001312 4144.285660865226 4090.1991354416264 4241.582476202486 4104.13063587929 4144.472519311191 3971.100612066507 4094.0885732644792 4146.225200943012 4187.561019941978 4100.145731195129 4120.223916024364 4091.616471704985 4115.547745491755 4114.4109553971275 4159.230410993773 4113.531541754833 4349.613619020276 4106.512300167262 4146.34227213168 4404.831196083718 4050.6261476852405 4068.283701174856 4076.281688417829 4035.3746346587604 4063.4662726279967 4230.921902486564 4137.415633540469 4455.791484506722 5134.008356512129 4860.006201687016 4326.412004368703 4069.5212981526224 4142.472369996785 4293.12788876599 4308.842056806176 4203.281657958936 4095.596574788925 4170.239843666886 4197.856465655811 4052.588419709449 4166.382208139882 4247.797604843689 4281.8775728292785 4131.908243311975 4241.8538616490805 4169.390736846126 4203.526421729792 4097.681466957557 4117.402253597613 4201.533642501321 4175.23066809792 4100.823277820459 4175.117190860981 3978.813659819905 4098.211732466401
mobilenetv1.tflite,25,2419200,840000000,31.8626,3882.5612244286262 4016.410823198385 3942.0230916327973 4014.2035024212355 3949.528171557145 3947.611130205038 3980.885199303629 3981.900521670996 4190.538903555943 3941.3636486703826 4143.66758139949 4069.5661340114752 4171.294416293891 4262.39609203127 4085.3908521328444 4090.8563365199834 4150.3015671244775 4106.6980340989585 4120.40698227566 4266.012286759071 4218.068263076156 4136.562558795577 4078.288653913731 4100.9247199457295 4157.988950796135 4145.344744675324 4071.395616022279 4128.457845137693 4118.787457098793 4076.4555782794573 4269.547580381188 4145.105359825225 4193.368614898951 4216.61858135997 4136.728988886036 4154.597136857928 4200.340885373561 4054.7105813819803 4180.394600956349 4199.268258794609 4136.699014539896 4327.063062950809 4183.868745855837 4064.4029702330963 4374.330015258435 3999.691180500201 4143.14658180355 4190.4087556043605 4122.361173984193 4230.162278436428 4126.2893814280615 4145.967310654285 4312.871761128891 4128.590971133912 4112.862299908684 4205.584646042067 4003.178633644521 4255.6671255172205 4070.7321322859652 4062.042122999678 3991.334314114527 4127.943594063936 4010.668117095296 4298.507986565278 4091.2230772499065 4164.007226225711 4117.713855810277 4135.528597996626 4562.524469543769 4220.245125081228 4031.5525699530695 4117.66948372643 4037.9200509588313 4065.2942825493665 4225.755545000511 4073.256321966421 4169.092914018793 4157.675388806328 4138.169207145211 4173.008896359698 4165.96245391612 4110.221241460199 4502.535318028033 4400.166347415542 4505.130216958277 4350.331506554011 4049.8812148145294 4097.107933400574 1234.1080093102626
mobilenetv1.tflite,26,2419200,840000000,32.4552,4182.372838811201 4053.8876559149335 4134.75451191603 4070.0702708945096 4068.980145537175 4023.081125105037 4006.5864588431205 4007.863826336689 4035.570759961975 3991.690615162578 3908.547050282355 3998.2656786239772 4015.900819859371 3935.484817711142 4112.085341808438 3974.9831051805136 4183.5906257611 4079.0024683723223 4074.5429188952376 4000.9766990838734 4081.793994906042 3925.155403841464 4056.269633876514 4062.997997105531 4138.485618953407 4165.699346383126 4106.419186776082 4056.7891925196154 3989.5786785541204 4046.406295819168 3995.274494992426 4087.6243751449747 4017.9500017712535 4008.4304776622757 4106.221686136338 4061.1789227743056 3995.9834670583036 4081.55256682618 3973.7676469703547 4061.825773344995 4124.533087558354 4092.0927731923193 4079.8178735403612 4032.5040683178177 3965.1445115993274 3952.6657042172806 4018.1146474046955 4034.73411438909 3992.3349984494307 4114.261112105984 4051.9654031793357 3981.6490273183103 3985.674363235068 4089.483776962816 4150.044042083624 4181.3089315943525 4175.400948410909 4204.5256808709955 4143.45190003842 4188.308735526232 4120.6383491094875 4136.574555307616 4124.446144290967 4086.2158385238754 4142.513590066498 4119.856521081134 4127.906356703425 4149.884471029871 4143.743365309483 4200.784271260685 4167.082188308403 4136.471653897622 3853.449974024887 4005.189150521462 4095.205548939646 4195.327438996061 4172.166535438917 4087.595773660601 4047.5901505783663 4032.358000707723 4009.246904678083 4150.877900312062 4107.142918210841 4069.611055736386 4078.082999955225 4134.495941736787 3998.7656735781593 4032.5719828347255 4108.94913779039
mobilenetv1.tflite,27,2419200,840000000,34.5984,3909.113748363289 4122.299329195351 4062.7927881756073 4122.789504248528 4125.1285925429975 4131.450189926374 3945.169528427059 4063.21737265125 4216.8091459457355 4072.437782721679 4023.402571400402 4065.6875868309926 4217.543295144089 4105.1257818314825 4189.95682052061 4116.954669635191 4105.487559794244 4139.299478684426 4114.610872458022 4318.003458826582 4040.453429729591 4125.583093729259 4131.698256047231 4168.456959293134 4165.667402416461 4038.7172972787657 4240.314762988524 4117.642786706063 4162.8235200372765 4172.321977324307 4349.020780938757 4164.8489172147665 4226.009899459664 4114.1195116061635 4349.322435079287 4124.914815042532 4177.595813712539 4161.175705836187 4081.0908787775597 4122.10472883368 4217.278507918277 4320.374597475123 4162.897536535771 4203.568520831519 4175.539497407515 4076.173463375727 4116.987464320789 4115.117382675172 4135.275803543514 3995.202419493343 4007.6724752337823 4079.4535515862467 4141.424131974568 4138.048665333284 4094.9632991380677 4000.6335478134683 4589.041053628039 4901.510503685994 4151.861651165073 4407.919595923639 4081.639037594759 4126.181023010658 4161.350572591251 4147.433918679012 4158.668597262683 4436.556601856792 4117.870904309003 4290.026372546898 4049.02679150381 4105.854773494231 4161.557290917292 4213.484780812409 4175.644379776607 4217.377411583486 4330.095066320188 4148.213006853903 4169.438747316705 4155.587540981269 4182.2901488763155 4104.5326377548245 4146.44492611691 4141.830583166605 4154.410770710958 4072.2906994691994 4089.489091100592 4137.168267874491 4121.460261841658 4193.512533512545 4108.060543937141 4193.294086523895 4055.1775358112886 4071.782062237625 4197.385509256352 4150.128098640826 4158.393931019837
